group;week;zscore
Total;2019-47;2.72
Total;2019-48;1.8
Total;2019-49;2.59
Total;2019-50;3.61
Total;2019-51;4.88
Total;2019-52;1.58
Total;2020-01;4.79
Total;2020-02;7.33
Total;2020-03;5.16
Total;2020-04;3.55
Total;2020-05;6.01
Total;2020-06;2.52
Total;2020-07;3.24
Total;2020-08;0.01
Total;2020-09;1.91
Total;2020-10;3.01
Total;2020-11;6.16
Total;2020-12;15.92
Total;2020-13;33.1
Total;2020-14;49
Total;2020-15;47.87
Total;2020-16;35.24
Total;2020-17;23.26
Total;2020-18;13.09
Total;2020-19;8.75
Total;2020-20;3.19
Total;2020-21;3.4
Total;2020-22;0.19
Total;2020-23;0.28
Total;2020-24;-1.08
Total;2020-25;-1.16
Total;2020-26;3.58
Total;2020-27;0.49
Total;2020-28;-0.12
Total;2020-29;1.59
Total;2020-30;2.75
Total;2020-31;6.6
Total;2020-32;5.6
Total;2020-33;13.08
Total;2020-34;4.03
Total;2020-35;1.29
Total;2020-36;1.71
Total;2020-37;3.82
Total;2020-38;5.59
Total;2020-39;2.97
Total;2020-40;5.53
Total;2020-41;5.38
Total;2020-42;6.9
Total;2020-43;14.1
Total;2020-44;18
Total;2020-45;21.54
Total;2020-46;23.19
Total;2020-47;21.69
Total;2020-48;21.62
Total;2020-49;22.96
Total;2020-50;24.01
Total;2020-51;23.07
Total;2020-52;22.72
Total;2020-53;24.21
Total;2021-01;26.72
Total;2021-02;29.81
Total;2021-03;31.63
Total;2021-04;26.05
Total;2021-05;18.68
Total;2021-06;13.07
Total;2021-07;10.22
Total;2021-08;3.76
Total;2021-09;1.07
Total;2021-10;2.5
Total;2021-11;2.48
Total;2021-12;3.1
Total;2021-13;4.87
Total;2021-14;5.07
Total;2021-15;5.24
Total;2021-16;6.04
Total;2021-17;5.38
Total;2021-18;6.06
Total;2021-19;2.54
Total;2021-20;0.88
Total;2021-21;0.12
Total;2021-22;2.18
Total;2021-23;0.97
Total;2021-24;4.3
Total;2021-25;1.66
Total;2021-26;3.43
Total;2021-27;3.44
Total;2021-28;5.21
Total;2021-29;8.79
Total;2021-30;7.04
Total;2021-31;8.49
Total;2021-32;10.13
Total;2021-33;8.8
Total;2021-34;6.5
Total;2021-35;7.29
Total;2021-36;11.53
Total;2021-37;6.32
Total;2021-38;4.93
Total;2021-39;5.82
Total;2021-40;5.59
Total;2021-41;7.79
Total;2021-42;9.29
Total;2021-43;11.41
Total;2021-44;10.77
Total;2021-45;13.64
Total;2021-46;14.6
Total;2021-47;17.19
Total;2021-48;21.05
Total;2021-49;19.77
Total;2021-50;16.06
Total;2021-51;15.73
Total;2021-52;15.29
Total;2022-01;11.7
Total;2022-02;10.42
Total;2022-03;10.14
Total;2022-04;12.31
Total;2022-05;13.29
Total;2022-06;9.8
Total;2022-07;9.32
Total;2022-08;5.51
Total;2022-09;5.47
Total;2022-10;6.72
Total;2022-11;7.65
Total;2022-12;8.41
Total;2022-13;9.78
Total;2022-14;11.51
Total;2022-15;9.93
Total;2022-16;6.63
Total;2022-17;6.33
Total;2022-18;5.74
Total;2022-19;5.97
Total;2022-20;5.16
Total;2022-21;0.63
Total;2022-22;4.23
Total;2022-23;4.16
Total;2022-24;9.02
Total;2022-25;8.46
Total;2022-26;8.74
Total;2022-27;10.67
Total;2022-28;15.76
Total;2022-29;22.34
Total;2022-30;16.29
Total;2022-31;13.78
Total;2022-32;14.75
Total;2022-33;10.98
Total;2022-34;7.05
Total;2022-35;3.77
Total;2022-36;4.64
Total;2022-37;3.47
Total;2022-38;5.84
Total;2022-39;10.53
Total;2022-40;11.41
Total;2022-41;9.44
Total;2022-42;2.58
0to14;2017-44;-1.62
0to14;2017-45;-0.92
0to14;2017-46;0.98
0to14;2017-47;1.99
0to14;2017-48;-1.13
0to14;2017-49;0.6
0to14;2017-50;1.4
0to14;2017-51;0.26
0to14;2017-52;2.42
0to14;2018-01;0.32
0to14;2018-02;1.48
0to14;2018-03;-0.83
0to14;2018-04;-0.28
0to14;2018-05;-0.45
0to14;2018-06;0.51
0to14;2018-07;0.25
0to14;2018-08;-0.59
0to14;2018-09;0.99
0to14;2018-10;0.83
0to14;2018-11;0.48
0to14;2018-12;-0.13
0to14;2018-13;1.88
0to14;2018-14;0.16
0to14;2018-15;0.08
0to14;2018-16;1.04
0to14;2018-17;-0.99
0to14;2018-18;-1.26
0to14;2018-19;-0.74
0to14;2018-20;0.01
0to14;2018-21;-0.53
0to14;2018-22;-1.87
0to14;2018-23;1.16
0to14;2018-24;-0.18
0to14;2018-25;-0.44
0to14;2018-26;-0.02
0to14;2018-27;1.61
0to14;2018-28;0.86
0to14;2018-29;0.74
0to14;2018-30;1.33
0to14;2018-31;0.03
0to14;2018-32;1.44
0to14;2018-33;-0.73
0to14;2018-34;0.79
0to14;2018-35;-2.36
0to14;2018-36;-1.82
0to14;2018-37;1.57
0to14;2018-38;2.24
0to14;2018-39;-1.19
0to14;2018-40;0.3
0to14;2018-41;1.69
0to14;2018-42;1.35
0to14;2018-43;-1.35
0to14;2018-44;-0.82
0to14;2018-45;1.99
0to14;2018-46;1.28
0to14;2018-47;1.34
0to14;2018-48;0.67
0to14;2018-49;0.99
0to14;2018-50;0.95
0to14;2018-51;1.63
0to14;2018-52;-0.95
0to14;2019-01;1.86
0to14;2019-02;1.74
0to14;2019-03;1.84
0to14;2019-04;0.24
0to14;2019-05;2.6
0to14;2019-06;1.87
0to14;2019-07;2.41
0to14;2019-08;2.11
0to14;2019-09;1.6
0to14;2019-10;0.85
0to14;2019-11;0.46
0to14;2019-12;-0.31
0to14;2019-13;-0.44
0to14;2019-14;0.85
0to14;2019-15;2.11
0to14;2019-16;-0.54
0to14;2019-17;0.34
0to14;2019-18;0.67
0to14;2019-19;-1.68
0to14;2019-20;-0.73
0to14;2019-21;0.71
0to14;2019-22;-1.03
0to14;2019-23;1
0to14;2019-24;-0.27
0to14;2019-25;0.16
0to14;2019-26;0.35
0to14;2019-27;-0.05
0to14;2019-28;1.14
0to14;2019-29;-1.1
0to14;2019-30;1.6
0to14;2019-31;2.19
0to14;2019-32;-0.61
0to14;2019-33;0.42
0to14;2019-34;1.82
0to14;2019-35;0.52
0to14;2019-36;-0.85
0to14;2019-37;0.04
0to14;2019-38;1.67
0to14;2019-39;-0.83
0to14;2019-40;1.01
0to14;2019-41;-0.49
0to14;2019-42;-0.34
0to14;2019-43;0.85
0to14;2019-44;-1.64
0to14;2019-45;0.05
0to14;2019-46;1.01
0to14;2019-47;0.88
0to14;2019-48;1.91
0to14;2019-49;2.14
0to14;2019-50;3.1
0to14;2019-51;1.93
0to14;2019-52;2.15
0to14;2020-01;-0.04
0to14;2020-02;0.79
0to14;2020-03;1.02
0to14;2020-04;1.92
0to14;2020-05;1.71
0to14;2020-06;0.92
0to14;2020-07;0.34
0to14;2020-08;0.98
0to14;2020-09;0.23
0to14;2020-10;0.73
0to14;2020-11;0.57
0to14;2020-12;0.35
0to14;2020-13;0.86
0to14;2020-14;-0.04
0to14;2020-15;0.29
0to14;2020-16;-0.85
0to14;2020-17;-0.56
0to14;2020-18;-1.2
0to14;2020-19;-0.82
0to14;2020-20;-0.3
0to14;2020-21;-0.47
0to14;2020-22;-0.79
0to14;2020-23;0.1
0to14;2020-24;-1.24
0to14;2020-25;-0.39
0to14;2020-26;0.17
0to14;2020-27;-1.25
0to14;2020-28;-1.15
0to14;2020-29;-0.77
0to14;2020-30;1.78
0to14;2020-31;-0.01
0to14;2020-32;-1.45
0to14;2020-33;0.24
0to14;2020-34;-1.38
0to14;2020-35;-1.04
0to14;2020-36;-1.08
0to14;2020-37;-0.1
0to14;2020-38;0.41
0to14;2020-39;0.28
0to14;2020-40;-1.48
0to14;2020-41;-0.03
0to14;2020-42;-2.76
0to14;2020-43;-0.39
0to14;2020-44;-2.17
0to14;2020-45;0.13
0to14;2020-46;-0.6
0to14;2020-47;-1.29
0to14;2020-48;-1.52
0to14;2020-49;-0.08
0to14;2020-50;-0.95
0to14;2020-51;-0.34
0to14;2020-52;-1.4
0to14;2020-53;-0.41
0to14;2021-01;-1.9
0to14;2021-02;-1.28
0to14;2021-03;-1.6
0to14;2021-04;0.12
0to14;2021-05;-0.97
0to14;2021-06;-0.22
0to14;2021-07;-0.95
0to14;2021-08;-1.74
0to14;2021-09;1.56
0to14;2021-10;-2.15
0to14;2021-11;0.01
0to14;2021-12;-0.53
0to14;2021-13;0.39
0to14;2021-14;-1.82
0to14;2021-15;-0.5
0to14;2021-16;-0.91
0to14;2021-17;0.48
0to14;2021-18;-0.15
0to14;2021-19;0.63
0to14;2021-20;-0.13
0to14;2021-21;-0.58
0to14;2021-22;1.37
0to14;2021-23;0.35
0to14;2021-24;0.67
0to14;2021-25;0.68
0to14;2021-26;1.09
0to14;2021-27;1.19
0to14;2021-28;0.84
0to14;2021-29;1.03
0to14;2021-30;1.39
0to14;2021-31;0.86
0to14;2021-32;0.92
0to14;2021-33;-0.11
0to14;2021-34;-0.06
0to14;2021-35;0.08
0to14;2021-36;0.54
0to14;2021-37;0.9
0to14;2021-38;1.53
0to14;2021-39;2.14
0to14;2021-40;1.1
0to14;2021-41;0.39
0to14;2021-42;2.16
0to14;2021-43;1.58
0to14;2021-44;1.63
0to14;2021-45;1.77
0to14;2021-46;2.68
0to14;2021-47;1.9
0to14;2021-48;3.06
0to14;2021-49;-0.29
0to14;2021-50;3.07
0to14;2021-51;1.29
0to14;2021-52;2.63
0to14;2022-01;0.74
0to14;2022-02;0.59
0to14;2022-03;0.21
0to14;2022-04;0.23
0to14;2022-05;1.85
0to14;2022-06;0.99
0to14;2022-07;1.25
0to14;2022-08;0.16
0to14;2022-09;0.55
0to14;2022-10;2.14
0to14;2022-11;0.16
0to14;2022-12;-0.38
0to14;2022-13;1.55
0to14;2022-14;-0.07
0to14;2022-15;1.75
0to14;2022-16;0.38
0to14;2022-17;-0.62
0to14;2022-18;0.29
0to14;2022-19;2.41
0to14;2022-20;1.26
0to14;2022-21;0.79
0to14;2022-22;1.32
0to14;2022-23;-0.49
0to14;2022-24;4.16
0to14;2022-25;2.03
0to14;2022-26;1.12
0to14;2022-27;2.69
0to14;2022-28;0.33
0to14;2022-29;2.38
0to14;2022-30;1.71
0to14;2022-31;0.01
0to14;2022-32;2.02
0to14;2022-33;0.48
0to14;2022-34;0.65
0to14;2022-35;0.28
0to14;2022-36;1.71
0to14;2022-37;2.01
0to14;2022-38;-0.52
0to14;2022-39;2.82
0to14;2022-40;0.91
0to14;2022-41;0.81
0to14;2022-42;-0.24
15to44;2017-44;0.68
15to44;2017-45;-0.99
15to44;2017-46;0.04
15to44;2017-47;0.04
15to44;2017-48;0.3
15to44;2017-49;1.5
15to44;2017-50;1.48
15to44;2017-51;0.62
15to44;2017-52;2.45
15to44;2018-01;3.69
15to44;2018-02;1.96
15to44;2018-03;0.71
15to44;2018-04;1.43
15to44;2018-05;-0.38
15to44;2018-06;2.37
15to44;2018-07;2.23
15to44;2018-08;-0.43
15to44;2018-09;3.26
15to44;2018-10;2.45
15to44;2018-11;1.31
15to44;2018-12;0.44
15to44;2018-13;0.63
15to44;2018-14;0.82
15to44;2018-15;0.22
15to44;2018-16;0.74
15to44;2018-17;-1.18
15to44;2018-18;1.72
15to44;2018-19;1.59
15to44;2018-20;0.34
15to44;2018-21;0.64
15to44;2018-22;-0.48
15to44;2018-23;1.31
15to44;2018-24;-1.12
15to44;2018-25;-0.8
15to44;2018-26;1.3
15to44;2018-27;1.14
15to44;2018-28;3.21
15to44;2018-29;1.28
15to44;2018-30;2.17
15to44;2018-31;3.95
15to44;2018-32;1.92
15to44;2018-33;0.96
15to44;2018-34;0.63
15to44;2018-35;0.17
15to44;2018-36;0.43
15to44;2018-37;0.03
15to44;2018-38;-0.44
15to44;2018-39;-0.42
15to44;2018-40;-0.36
15to44;2018-41;3.76
15to44;2018-42;-0.75
15to44;2018-43;-0.45
15to44;2018-44;0.23
15to44;2018-45;0.05
15to44;2018-46;-0.78
15to44;2018-47;-0.57
15to44;2018-48;-0.54
15to44;2018-49;0.51
15to44;2018-50;0.78
15to44;2018-51;1.21
15to44;2018-52;0.02
15to44;2019-01;2.78
15to44;2019-02;2.87
15to44;2019-03;1.52
15to44;2019-04;0.39
15to44;2019-05;1.17
15to44;2019-06;1.85
15to44;2019-07;1.66
15to44;2019-08;0.64
15to44;2019-09;-1.1
15to44;2019-10;1.21
15to44;2019-11;-1.18
15to44;2019-12;-1.13
15to44;2019-13;-0.91
15to44;2019-14;-0.4
15to44;2019-15;0.37
15to44;2019-16;-0.44
15to44;2019-17;-2.02
15to44;2019-18;-0.92
15to44;2019-19;-0.93
15to44;2019-20;-0.39
15to44;2019-21;-0.39
15to44;2019-22;-0.75
15to44;2019-23;0.67
15to44;2019-24;-1.23
15to44;2019-25;1.01
15to44;2019-26;2.73
15to44;2019-27;1.88
15to44;2019-28;-0.85
15to44;2019-29;-0.08
15to44;2019-30;2.32
15to44;2019-31;-0.01
15to44;2019-32;0.78
15to44;2019-33;0.02
15to44;2019-34;-0.37
15to44;2019-35;0.97
15to44;2019-36;-0.25
15to44;2019-37;0.58
15to44;2019-38;-0.03
15to44;2019-39;-0.43
15to44;2019-40;-0.3
15to44;2019-41;1.35
15to44;2019-42;-0.81
15to44;2019-43;1.77
15to44;2019-44;-0.45
15to44;2019-45;-0.17
15to44;2019-46;-0.12
15to44;2019-47;0.06
15to44;2019-48;-0.77
15to44;2019-49;0.33
15to44;2019-50;0.21
15to44;2019-51;0.1
15to44;2019-52;-0.09
15to44;2020-01;3.72
15to44;2020-02;2.03
15to44;2020-03;0.62
15to44;2020-04;-0.35
15to44;2020-05;3.21
15to44;2020-06;-0.76
15to44;2020-07;1.67
15to44;2020-08;0.03
15to44;2020-09;1.34
15to44;2020-10;1.55
15to44;2020-11;1.81
15to44;2020-12;0.81
15to44;2020-13;3.19
15to44;2020-14;3.07
15to44;2020-15;4.49
15to44;2020-16;1.86
15to44;2020-17;0.92
15to44;2020-18;-0.82
15to44;2020-19;-1.02
15to44;2020-20;1.81
15to44;2020-21;-0.56
15to44;2020-22;1.47
15to44;2020-23;-0.26
15to44;2020-24;1.19
15to44;2020-25;1.12
15to44;2020-26;1.14
15to44;2020-27;0.69
15to44;2020-28;-0.18
15to44;2020-29;0.55
15to44;2020-30;0.39
15to44;2020-31;2.92
15to44;2020-32;2.76
15to44;2020-33;4.13
15to44;2020-34;1.85
15to44;2020-35;0.83
15to44;2020-36;1.52
15to44;2020-37;2.7
15to44;2020-38;2.16
15to44;2020-39;0.56
15to44;2020-40;0.51
15to44;2020-41;2.08
15to44;2020-42;-0.6
15to44;2020-43;3.25
15to44;2020-44;1.7
15to44;2020-45;0.55
15to44;2020-46;0.46
15to44;2020-47;1.6
15to44;2020-48;0.44
15to44;2020-49;4.55
15to44;2020-50;3.37
15to44;2020-51;1.28
15to44;2020-52;1.12
15to44;2020-53;3.74
15to44;2021-01;2.07
15to44;2021-02;2.36
15to44;2021-03;3.41
15to44;2021-04;3.05
15to44;2021-05;2.85
15to44;2021-06;-0.04
15to44;2021-07;0.04
15to44;2021-08;-0.43
15to44;2021-09;0.13
15to44;2021-10;0.17
15to44;2021-11;0.71
15to44;2021-12;0.35
15to44;2021-13;2.56
15to44;2021-14;1.97
15to44;2021-15;1.98
15to44;2021-16;1.68
15to44;2021-17;0.74
15to44;2021-18;2.58
15to44;2021-19;-0.15
15to44;2021-20;0.28
15to44;2021-21;0.39
15to44;2021-22;1.32
15to44;2021-23;0.4
15to44;2021-24;3.08
15to44;2021-25;1.82
15to44;2021-26;1.25
15to44;2021-27;2.34
15to44;2021-28;3.75
15to44;2021-29;4.48
15to44;2021-30;3.31
15to44;2021-31;1.73
15to44;2021-32;3.5
15to44;2021-33;2.3
15to44;2021-34;1.72
15to44;2021-35;2.27
15to44;2021-36;4.3
15to44;2021-37;3.5
15to44;2021-38;3
15to44;2021-39;2.21
15to44;2021-40;1.74
15to44;2021-41;1.1
15to44;2021-42;2.99
15to44;2021-43;0.78
15to44;2021-44;1.28
15to44;2021-45;4.72
15to44;2021-46;3.47
15to44;2021-47;5.82
15to44;2021-48;6.2
15to44;2021-49;4.8
15to44;2021-50;4.04
15to44;2021-51;4.01
15to44;2021-52;5.59
15to44;2022-01;4.68
15to44;2022-02;3.07
15to44;2022-03;2.32
15to44;2022-04;1.83
15to44;2022-05;2.48
15to44;2022-06;1.35
15to44;2022-07;2.44
15to44;2022-08;1.86
15to44;2022-09;1.36
15to44;2022-10;1.61
15to44;2022-11;2.33
15to44;2022-12;1.58
15to44;2022-13;0.34
15to44;2022-14;1.15
15to44;2022-15;0.53
15to44;2022-16;0.03
15to44;2022-17;1.29
15to44;2022-18;2.53
15to44;2022-19;1.48
15to44;2022-20;1.65
15to44;2022-21;1.1
15to44;2022-22;-0.34
15to44;2022-23;2.69
15to44;2022-24;2.34
15to44;2022-25;2.24
15to44;2022-26;1.51
15to44;2022-27;4.35
15to44;2022-28;3.03
15to44;2022-29;3.39
15to44;2022-30;3.61
15to44;2022-31;3.21
15to44;2022-32;4.84
15to44;2022-33;2.45
15to44;2022-34;1.67
15to44;2022-35;1.49
15to44;2022-36;2.35
15to44;2022-37;-0.01
15to44;2022-38;2.11
15to44;2022-39;0.68
15to44;2022-40;1.9
15to44;2022-41;2.81
15to44;2022-42;0.34
45to64;2017-44;-0.25
45to64;2017-45;1.45
45to64;2017-46;3.26
45to64;2017-47;1.54
45to64;2017-48;2.35
45to64;2017-49;2.92
45to64;2017-50;4.7
45to64;2017-51;5.18
45to64;2017-52;8
45to64;2018-01;9.34
45to64;2018-02;6.01
45to64;2018-03;6.58
45to64;2018-04;4.66
45to64;2018-05;5.44
45to64;2018-06;4.69
45to64;2018-07;7.78
45to64;2018-08;9.9
45to64;2018-09;12.22
45to64;2018-10;11.87
45to64;2018-11;8.69
45to64;2018-12;6.83
45to64;2018-13;3.22
45to64;2018-14;5.79
45to64;2018-15;4.28
45to64;2018-16;1.14
45to64;2018-17;-0.24
45to64;2018-18;-0.32
45to64;2018-19;-1.08
45to64;2018-20;0.25
45to64;2018-21;-0.07
45to64;2018-22;-0.03
45to64;2018-23;0.28
45to64;2018-24;-0.39
45to64;2018-25;0.06
45to64;2018-26;1.38
45to64;2018-27;0.83
45to64;2018-28;-0.22
45to64;2018-29;1.37
45to64;2018-30;3.18
45to64;2018-31;4.96
45to64;2018-32;2.72
45to64;2018-33;-0.52
45to64;2018-34;-0.83
45to64;2018-35;-0.14
45to64;2018-36;0.19
45to64;2018-37;-1.27
45to64;2018-38;-0.06
45to64;2018-39;0.65
45to64;2018-40;1.77
45to64;2018-41;-0.34
45to64;2018-42;-1.27
45to64;2018-43;-0.4
45to64;2018-44;0.33
45to64;2018-45;0.97
45to64;2018-46;0.69
45to64;2018-47;0.4
45to64;2018-48;1.7
45to64;2018-49;1.85
45to64;2018-50;1.45
45to64;2018-51;4.48
45to64;2018-52;2.66
45to64;2019-01;6.05
45to64;2019-02;6.12
45to64;2019-03;5.2
45to64;2019-04;7.05
45to64;2019-05;7.93
45to64;2019-06;6.46
45to64;2019-07;6.85
45to64;2019-08;3.96
45to64;2019-09;5.56
45to64;2019-10;4.2
45to64;2019-11;0.97
45to64;2019-12;0.57
45to64;2019-13;-0.79
45to64;2019-14;0.12
45to64;2019-15;-1.42
45to64;2019-16;0.67
45to64;2019-17;0.66
45to64;2019-18;-1.44
45to64;2019-19;-1.12
45to64;2019-20;-0.47
45to64;2019-21;-1.15
45to64;2019-22;-0.37
45to64;2019-23;-0.27
45to64;2019-24;0.49
45to64;2019-25;1.3
45to64;2019-26;2.23
45to64;2019-27;2.85
45to64;2019-28;-2.08
45to64;2019-29;1.6
45to64;2019-30;2.37
45to64;2019-31;-0.47
45to64;2019-32;-1.4
45to64;2019-33;-3.62
45to64;2019-34;-2.13
45to64;2019-35;0.7
45to64;2019-36;-1.41
45to64;2019-37;-1.97
45to64;2019-38;0.31
45to64;2019-39;1.23
45to64;2019-40;0.01
45to64;2019-41;1
45to64;2019-42;-0.63
45to64;2019-43;-0.8
45to64;2019-44;-0.13
45to64;2019-45;2.57
45to64;2019-46;1.02
45to64;2019-47;0.1
45to64;2019-48;0.97
45to64;2019-49;3.68
45to64;2019-50;2.32
45to64;2019-51;4.08
45to64;2019-52;0.97
45to64;2020-01;3.91
45to64;2020-02;4.63
45to64;2020-03;4.36
45to64;2020-04;2.17
45to64;2020-05;4.27
45to64;2020-06;2.93
45to64;2020-07;2.24
45to64;2020-08;1.23
45to64;2020-09;1.97
45to64;2020-10;2.33
45to64;2020-11;4.49
45to64;2020-12;9.07
45to64;2020-13;15.9
45to64;2020-14;22.27
45to64;2020-15;20.05
45to64;2020-16;12.85
45to64;2020-17;8.62
45to64;2020-18;3.77
45to64;2020-19;4.15
45to64;2020-20;2.36
45to64;2020-21;3.08
45to64;2020-22;2.48
45to64;2020-23;0.58
45to64;2020-24;0.7
45to64;2020-25;-1.22
45to64;2020-26;1.94
45to64;2020-27;0.65
45to64;2020-28;0.31
45to64;2020-29;0.68
45to64;2020-30;1.5
45to64;2020-31;3.16
45to64;2020-32;2.66
45to64;2020-33;7.01
45to64;2020-34;0.71
45to64;2020-35;-0.13
45to64;2020-36;1.07
45to64;2020-37;1.66
45to64;2020-38;2.93
45to64;2020-39;1.98
45to64;2020-40;3.42
45to64;2020-41;4.37
45to64;2020-42;4.47
45to64;2020-43;7.55
45to64;2020-44;7.91
45to64;2020-45;9.33
45to64;2020-46;11.12
45to64;2020-47;10.03
45to64;2020-48;12.77
45to64;2020-49;11.25
45to64;2020-50;13.03
45to64;2020-51;10.3
45to64;2020-52;11.85
45to64;2020-53;12.69
45to64;2021-01;16.01
45to64;2021-02;17
45to64;2021-03;17.26
45to64;2021-04;13.8
45to64;2021-05;11.94
45to64;2021-06;10.25
45to64;2021-07;9.19
45to64;2021-08;5.58
45to64;2021-09;4.73
45to64;2021-10;6.48
45to64;2021-11;5.47
45to64;2021-12;7.03
45to64;2021-13;8.17
45to64;2021-14;8.16
45to64;2021-15;9.37
45to64;2021-16;9.42
45to64;2021-17;9.1
45to64;2021-18;8.04
45to64;2021-19;5.26
45to64;2021-20;3.71
45to64;2021-21;3.39
45to64;2021-22;4.36
45to64;2021-23;3.03
45to64;2021-24;3.26
45to64;2021-25;3
45to64;2021-26;4.99
45to64;2021-27;2.78
45to64;2021-28;3.95
45to64;2021-29;5.55
45to64;2021-30;3.97
45to64;2021-31;5.88
45to64;2021-32;5.42
45to64;2021-33;5.61
45to64;2021-34;4.37
45to64;2021-35;6.92
45to64;2021-36;7.66
45to64;2021-37;3.85
45to64;2021-38;6.23
45to64;2021-39;4.59
45to64;2021-40;6.85
45to64;2021-41;8.55
45to64;2021-42;7.54
45to64;2021-43;7.86
45to64;2021-44;8.72
45to64;2021-45;10.56
45to64;2021-46;12.54
45to64;2021-47;14.68
45to64;2021-48;16.9
45to64;2021-49;16.84
45to64;2021-50;14.33
45to64;2021-51;14.68
45to64;2021-52;13.74
45to64;2022-01;11.22
45to64;2022-02;9.29
45to64;2022-03;7.58
45to64;2022-04;7.95
45to64;2022-05;8.13
45to64;2022-06;5.78
45to64;2022-07;4.92
45to64;2022-08;3.26
45to64;2022-09;3.64
45to64;2022-10;2.55
45to64;2022-11;3.7
45to64;2022-12;3.59
45to64;2022-13;4.51
45to64;2022-14;5.12
45to64;2022-15;4.05
45to64;2022-16;1.18
45to64;2022-17;2.43
45to64;2022-18;3.35
45to64;2022-19;3.38
45to64;2022-20;2.5
45to64;2022-21;-0.37
45to64;2022-22;0.95
45to64;2022-23;1.39
45to64;2022-24;3.09
45to64;2022-25;3.26
45to64;2022-26;5.24
45to64;2022-27;4.38
45to64;2022-28;7.15
45to64;2022-29;8.86
45to64;2022-30;5.16
45to64;2022-31;4.19
45to64;2022-32;5.44
45to64;2022-33;3.82
45to64;2022-34;3.1
45to64;2022-35;1.79
45to64;2022-36;0.49
45to64;2022-37;0.78
45to64;2022-38;4.07
45to64;2022-39;4.18
45to64;2022-40;4.13
45to64;2022-41;2.5
45to64;2022-42;0.4
65to74;2017-44;-0.26
65to74;2017-45;-0.37
65to74;2017-46;0.92
65to74;2017-47;1.71
65to74;2017-48;1.3
65to74;2017-49;3.76
65to74;2017-50;4.13
65to74;2017-51;4.71
65to74;2017-52;7.39
65to74;2018-01;9.09
65to74;2018-02;7.05
65to74;2018-03;8.3
65to74;2018-04;4.42
65to74;2018-05;5.45
65to74;2018-06;7.54
65to74;2018-07;8.32
65to74;2018-08;10.58
65to74;2018-09;15.24
65to74;2018-10;15.43
65to74;2018-11;11.15
65to74;2018-12;9.38
65to74;2018-13;5.77
65to74;2018-14;4.37
65to74;2018-15;2.51
65to74;2018-16;1.37
65to74;2018-17;-1.2
65to74;2018-18;-2.34
65to74;2018-19;-1.54
65to74;2018-20;-0.91
65to74;2018-21;-1.51
65to74;2018-22;1.47
65to74;2018-23;-1.93
65to74;2018-24;-1.63
65to74;2018-25;0.57
65to74;2018-26;1.46
65to74;2018-27;1.46
65to74;2018-28;-0.62
65to74;2018-29;2.94
65to74;2018-30;2.97
