group;week;zscore
Total;2018-37;-1.5
Total;2018-38;-0.23
Total;2018-39;-2.19
Total;2018-40;0.19
Total;2018-41;1.17
Total;2018-42;-3
Total;2018-43;-2.84
Total;2018-44;-0.73
Total;2018-45;-0.08
Total;2018-46;-3
Total;2018-47;-1.89
Total;2018-48;-0.76
Total;2018-49;-0.45
Total;2018-50;-1.01
Total;2018-51;1.97
Total;2018-52;0.67
Total;2019-01;5.07
Total;2019-02;8.48
Total;2019-03;8.27
Total;2019-04;8.82
Total;2019-05;9.7
Total;2019-06;10.01
Total;2019-07;8.09
Total;2019-08;7.19
Total;2019-09;7.17
Total;2019-10;4.75
Total;2019-11;2.95
Total;2019-12;-0.16
Total;2019-13;-1.07
Total;2019-14;1.11
Total;2019-15;-0.87
Total;2019-16;1.42
Total;2019-17;1.05
Total;2019-18;-0.83
Total;2019-19;0.06
Total;2019-20;0.81
Total;2019-21;0.83
Total;2019-22;0.45
Total;2019-23;1.48
Total;2019-24;0.69
Total;2019-25;1.4
Total;2019-26;5.31
Total;2019-27;3.58
Total;2019-28;0.83
Total;2019-29;1.31
Total;2019-30;10.65
Total;2019-31;1.52
Total;2019-32;0.93
Total;2019-33;-1.34
Total;2019-34;0.29
Total;2019-35;3.22
Total;2019-36;-2.43
Total;2019-37;-1.11
Total;2019-38;-0.55
Total;2019-39;0.92
Total;2019-40;0
Total;2019-41;1.96
Total;2019-42;0.96
Total;2019-43;0.48
Total;2019-44;0.35
Total;2019-45;0.75
Total;2019-46;1.81
Total;2019-47;2.36
Total;2019-48;1.41
Total;2019-49;2.1
Total;2019-50;3.21
Total;2019-51;4.41
Total;2019-52;1.18
Total;2020-01;4.27
Total;2020-02;6.72
Total;2020-03;4.66
Total;2020-04;3.01
Total;2020-05;5.46
Total;2020-06;2.12
Total;2020-07;2.73
Total;2020-08;-0.3
Total;2020-09;1.4
Total;2020-10;2.65
Total;2020-11;5.72
Total;2020-12;15.45
Total;2020-13;32.38
Total;2020-14;48.04
Total;2020-15;46.93
Total;2020-16;34.49
Total;2020-17;22.73
Total;2020-18;12.76
Total;2020-19;8.55
Total;2020-20;3.24
Total;2020-21;3.43
Total;2020-22;0.43
Total;2020-23;0.36
Total;2020-24;-1.01
Total;2020-25;-1.04
Total;2020-26;3.7
Total;2020-27;0.54
Total;2020-28;0.09
Total;2020-29;1.56
Total;2020-30;2.75
Total;2020-31;6.45
Total;2020-32;5.52
Total;2020-33;12.9
Total;2020-34;3.82
Total;2020-35;1.29
Total;2020-36;1.67
Total;2020-37;3.54
Total;2020-38;5.38
Total;2020-39;2.85
Total;2020-40;5.33
Total;2020-41;5.18
Total;2020-42;6.69
Total;2020-43;13.71
Total;2020-44;17.63
Total;2020-45;21.14
Total;2020-46;22.73
Total;2020-47;21.11
Total;2020-48;21.04
Total;2020-49;22.25
Total;2020-50;23.24
Total;2020-51;22.23
Total;2020-52;21.93
Total;2020-53;23.44
Total;2021-01;25.92
Total;2021-02;28.87
Total;2021-03;30.6
Total;2021-04;25.16
Total;2021-05;18.1
Total;2021-06;12.59
Total;2021-07;9.9
Total;2021-08;3.58
Total;2021-09;0.98
Total;2021-10;2.3
Total;2021-11;2.29
Total;2021-12;3
Total;2021-13;4.78
Total;2021-14;4.92
Total;2021-15;5.2
Total;2021-16;5.96
Total;2021-17;5.26
Total;2021-18;6.15
Total;2021-19;2.57
Total;2021-20;0.91
Total;2021-21;0.24
Total;2021-22;2.19
Total;2021-23;1.05
Total;2021-24;4.44
Total;2021-25;1.68
Total;2021-26;3.41
Total;2021-27;3.31
Total;2021-28;5.15
Total;2021-29;8.74
Total;2021-30;6.89
Total;2021-31;8.27
Total;2021-32;10.02
Total;2021-33;8.6
Total;2021-34;6.34
Total;2021-35;7.16
Total;2021-36;11.2
Total;2021-37;5.95
Total;2021-38;4.6
Total;2021-39;5.58
Total;2021-40;5.34
Total;2021-41;7.46
Total;2021-42;8.73
Total;2021-43;10.82
Total;2021-44;9.9
Total;2021-45;12.82
Total;2021-46;13.8
Total;2021-47;16.33
Total;2021-48;20.07
Total;2021-49;18.74
Total;2021-50;15.24
Total;2021-51;14.87
Total;2021-52;14.67
Total;2022-01;11.03
Total;2022-02;9.77
Total;2022-03;9.62
Total;2022-04;11.88
Total;2022-05;12.78
Total;2022-06;9.41
Total;2022-07;8.87
Total;2022-08;4.95
Total;2022-09;5.07
Total;2022-10;6.29
Total;2022-11;7.13
Total;2022-12;7.89
Total;2022-13;9.43
Total;2022-14;11.15
Total;2022-15;9.83
Total;2022-16;6.56
Total;2022-17;6.15
Total;2022-18;5.74
Total;2022-19;5.93
Total;2022-20;5.13
Total;2022-21;0.7
Total;2022-22;4.22
Total;2022-23;4.21
Total;2022-24;8.98
Total;2022-25;8.36
Total;2022-26;8.66
Total;2022-27;10.58
Total;2022-28;15.45
Total;2022-29;22.18
Total;2022-30;16.23
Total;2022-31;13.75
Total;2022-32;14.79
Total;2022-33;11.01
Total;2022-34;7.1
Total;2022-35;4.08
Total;2022-36;4.34
Total;2022-37;3.08
Total;2022-38;5.34
Total;2022-39;9.74
Total;2022-40;10.86
Total;2022-41;11.01
Total;2022-42;10.88
Total;2022-43;8.29
Total;2022-44;3.55
Total;2022-45;5.06
Total;2022-46;6.04
Total;2022-47;7.85
Total;2022-48;9.86
Total;2022-49;16.32
Total;2022-50;23.1
Total;2022-51;31.62
Total;2022-52;27.46
Total;2023-01;19.95
Total;2023-02;9.01
Total;2023-03;-4.67
0to14;2017-05;1.87
0to14;2017-06;0.8
0to14;2017-07;-0.15
0to14;2017-08;0.44
0to14;2017-09;0.63
0to14;2017-10;1.56
0to14;2017-11;0.31
0to14;2017-12;-0.79
0to14;2017-13;-0.6
0to14;2017-14;0.14
0to14;2017-15;1.39
0to14;2017-16;0.31
0to14;2017-17;1.03
0to14;2017-18;2.1
0to14;2017-19;-1.37
0to14;2017-20;0.15
0to14;2017-21;-0.83
0to14;2017-22;0.26
0to14;2017-23;1.56
0to14;2017-24;2.35
0to14;2017-25;-1.02
0to14;2017-26;1.16
0to14;2017-27;1.39
0to14;2017-28;-0.3
0to14;2017-29;0.83
0to14;2017-30;-0.01
0to14;2017-31;-0.46
0to14;2017-32;-0.68
0to14;2017-33;0.5
0to14;2017-34;-1.55
0to14;2017-35;0.46
0to14;2017-36;-1.87
0to14;2017-37;-0.71
0to14;2017-38;0.24
0to14;2017-39;-0.57
0to14;2017-40;0.34
0to14;2017-41;-0.02
0to14;2017-42;0.02
0to14;2017-43;0.61
0to14;2017-44;-1.4
0to14;2017-45;-0.75
0to14;2017-46;0.97
0to14;2017-47;1.9
0to14;2017-48;-1.02
0to14;2017-49;0.67
0to14;2017-50;1.69
0to14;2017-51;0.27
0to14;2017-52;2.22
0to14;2018-01;0.28
0to14;2018-02;1.67
0to14;2018-03;-0.88
0to14;2018-04;-0.1
0to14;2018-05;-0.54
0to14;2018-06;0.56
0to14;2018-07;0.21
0to14;2018-08;-0.64
0to14;2018-09;0.91
0to14;2018-10;0.97
0to14;2018-11;0.59
0to14;2018-12;-0.03
0to14;2018-13;1.99
0to14;2018-14;0.27
0to14;2018-15;0.11
0to14;2018-16;0.85
0to14;2018-17;-0.73
0to14;2018-18;-1.09
0to14;2018-19;-0.7
0to14;2018-20;0.27
0to14;2018-21;-0.54
0to14;2018-22;-2.12
0to14;2018-23;1.21
0to14;2018-24;-0.04
0to14;2018-25;-0.58
0to14;2018-26;0.02
0to14;2018-27;1.74
0to14;2018-28;0.9
0to14;2018-29;0.96
0to14;2018-30;1.01
0to14;2018-31;-0.03
0to14;2018-32;1.6
0to14;2018-33;-0.62
0to14;2018-34;0.85
0to14;2018-35;-2.36
0to14;2018-36;-1.54
0to14;2018-37;1.75
0to14;2018-38;2.24
0to14;2018-39;-1.11
0to14;2018-40;0.28
0to14;2018-41;1.63
0to14;2018-42;1.36
0to14;2018-43;-1.3
0to14;2018-44;-0.87
0to14;2018-45;1.99
0to14;2018-46;1.28
0to14;2018-47;1.32
0to14;2018-48;0.7
0to14;2018-49;1.01
0to14;2018-50;0.88
0to14;2018-51;1.64
0to14;2018-52;-0.99
0to14;2019-01;1.79
0to14;2019-02;1.53
0to14;2019-03;1.58
0to14;2019-04;0.33
0to14;2019-05;2.52
0to14;2019-06;1.74
0to14;2019-07;2.37
0to14;2019-08;2.21
0to14;2019-09;1.52
0to14;2019-10;0.72
0to14;2019-11;0.56
0to14;2019-12;-0.44
0to14;2019-13;-0.56
0to14;2019-14;1.05
0to14;2019-15;2.05
0to14;2019-16;-0.29
0to14;2019-17;0.33
0to14;2019-18;0.52
0to14;2019-19;-1.42
0to14;2019-20;-1.07
0to14;2019-21;0.83
0to14;2019-22;-1.14
0to14;2019-23;0.99
0to14;2019-24;-0.23
0to14;2019-25;0.1
0to14;2019-26;0.29
0to14;2019-27;-0.16
0to14;2019-28;1.04
0to14;2019-29;-1.27
0to14;2019-30;1.28
0to14;2019-31;1.73
0to14;2019-32;-0.78
0to14;2019-33;0.43
0to14;2019-34;1.93
0to14;2019-35;0.49
0to14;2019-36;-0.85
0to14;2019-37;0.03
0to14;2019-38;1.58
0to14;2019-39;-0.89
0to14;2019-40;1.09
0to14;2019-41;-0.66
0to14;2019-42;-0.61
0to14;2019-43;0.73
0to14;2019-44;-1.45
0to14;2019-45;-0.14
0to14;2019-46;1
0to14;2019-47;0.6
0to14;2019-48;1.86
0to14;2019-49;1.81
0to14;2019-50;3
0to14;2019-51;1.91
0to14;2019-52;2.05
0to14;2020-01;-0.44
0to14;2020-02;0.76
0to14;2020-03;0.9
0to14;2020-04;1.8
0to14;2020-05;1.5
0to14;2020-06;1.15
0to14;2020-07;0.12
0to14;2020-08;0.82
0to14;2020-09;0.24
0to14;2020-10;0.71
0to14;2020-11;0.72
0to14;2020-12;0.09
0to14;2020-13;0.79
0to14;2020-14;-0.39
0to14;2020-15;0.18
0to14;2020-16;-0.88
0to14;2020-17;-0.63
0to14;2020-18;-1.18
0to14;2020-19;-1.03
0to14;2020-20;-0.4
0to14;2020-21;-0.77
0to14;2020-22;-0.99
0to14;2020-23;0.18
0to14;2020-24;-1.44
0to14;2020-25;-0.58
0to14;2020-26;0.3
0to14;2020-27;-1.23
0to14;2020-28;-1.27
0to14;2020-29;-0.79
0to14;2020-30;1.78
0to14;2020-31;-0.12
0to14;2020-32;-1.43
0to14;2020-33;-0.16
0to14;2020-34;-1.52
0to14;2020-35;-1.09
0to14;2020-36;-1.22
0to14;2020-37;-0.24
0to14;2020-38;0.36
0to14;2020-39;0
0to14;2020-40;-1.69
0to14;2020-41;-0.19
0to14;2020-42;-2.95
0to14;2020-43;-0.6
0to14;2020-44;-2.12
0to14;2020-45;0.1
0to14;2020-46;-0.64
0to14;2020-47;-1.49
0to14;2020-48;-1.68
0to14;2020-49;-0.17
0to14;2020-50;-1.24
0to14;2020-51;-0.44
0to14;2020-52;-1.61
0to14;2020-53;-0.76
0to14;2021-01;-2.08
0to14;2021-02;-1.4
0to14;2021-03;-1.78
0to14;2021-04;0.05
0to14;2021-05;-1.1
0to14;2021-06;-0.2
0to14;2021-07;-1.03
0to14;2021-08;-1.92
0to14;2021-09;1.5
0to14;2021-10;-2.57
0to14;2021-11;-0.47
0to14;2021-12;-0.55
0to14;2021-13;0.38
0to14;2021-14;-1.89
0to14;2021-15;-0.75
0to14;2021-16;-1.06
0to14;2021-17;0.25
0to14;2021-18;-0.39
0to14;2021-19;0.68
0to14;2021-20;-0.23
0to14;2021-21;-0.63
0to14;2021-22;1.2
0to14;2021-23;0.26
0to14;2021-24;0.45
0to14;2021-25;0.6
0to14;2021-26;1.01
0to14;2021-27;0.93
0to14;2021-28;0.8
0to14;2021-29;1.07
0to14;2021-30;1.3
0to14;2021-31;0.59
0to14;2021-32;0.91
0to14;2021-33;-0.14
0to14;2021-34;-0.09
0to14;2021-35;-0.08
0to14;2021-36;0.47
0to14;2021-37;0.78
0to14;2021-38;1.37
0to14;2021-39;2.16
0to14;2021-40;0.88
0to14;2021-41;0.34
0to14;2021-42;2.08
0to14;2021-43;1.28
0to14;2021-44;1.15
0to14;2021-45;1.77
0to14;2021-46;2.25
0to14;2021-47;1.37
0to14;2021-48;3.37
0to14;2021-49;-0.94
0to14;2021-50;3.07
0to14;2021-51;1.02
0to14;2021-52;2.39
0to14;2022-01;0.41
0to14;2022-02;0.23
0to14;2022-03;-0.22
0to14;2022-04;-0.16
0to14;2022-05;1.72
0to14;2022-06;0.95
0to14;2022-07;0.93
0to14;2022-08;-0.26
0to14;2022-09;0.5
0to14;2022-10;1.83
0to14;2022-11;-0.01
0to14;2022-12;-0.58
0to14;2022-13;1.21
0to14;2022-14;-0.43
0to14;2022-15;1.94
0to14;2022-16;-0.1
0to14;2022-17;-0.67
0to14;2022-18;-0.03
0to14;2022-19;2.61
0to14;2022-20;1.09
0to14;2022-21;0.37
0to14;2022-22;1.06
0to14;2022-23;-0.82
0to14;2022-24;3.78
0to14;2022-25;1.83
0to14;2022-26;0.91
0to14;2022-27;2.58
0to14;2022-28;0.24
0to14;2022-29;2.15
0to14;2022-30;1.26
0to14;2022-31;0.09
0to14;2022-32;1.33
0to14;2022-33;-0.11
0to14;2022-34;0.15
0to14;2022-35;0.25
0to14;2022-36;1.41
0to14;2022-37;2.31
0to14;2022-38;-0.62
0to14;2022-39;2.17
0to14;2022-40;1.02
0to14;2022-41;0.67
0to14;2022-42;-0.33
0to14;2022-43;1.07
0to14;2022-44;0.93
0to14;2022-45;3.12
0to14;2022-46;2.01
0to14;2022-47;0.69
0to14;2022-48;1.08
0to14;2022-49;5.57
0to14;2022-50;3.72
0to14;2022-51;3.33
0to14;2022-52;4.46
0to14;2023-01;0.85
0to14;2023-02;0.37
0to14;2023-03;-1.58
15to44;2017-05;0.74
15to44;2017-06;0.32
15to44;2017-07;1.41
15to44;2017-08;1.54
15to44;2017-09;-1.07
15to44;2017-10;-1.28
15to44;2017-11;-0.76
15to44;2017-12;-0.19
15to44;2017-13;-0.43
15to44;2017-14;-1.68
15to44;2017-15;-0.67
15to44;2017-16;-2.37
15to44;2017-17;0.17
15to44;2017-18;0.52
15to44;2017-19;1.2
15to44;2017-20;-0.53
15to44;2017-21;1.47
15to44;2017-22;-0.32
15to44;2017-23;-0.63
15to44;2017-24;1.09
15to44;2017-25;1.46
15to44;2017-26;-0.21
15to44;2017-27;0.9
15to44;2017-28;-0.17
15to44;2017-29;-0.49
15to44;2017-30;1.12
15to44;2017-31;1.57
15to44;2017-32;1.24
15to44;2017-33;-0.18
15to44;2017-34;0.59
15to44;2017-35;-0.4
15to44;2017-36;-0.2
15to44;2017-37;-2.24
15to44;2017-38;1.76
15to44;2017-39;0.67
15to44;2017-40;-0.18
15to44;2017-41;-0.75
15to44;2017-42;-0.13
15to44;2017-43;-0.13
15to44;2017-44;0.92
15to44;2017-45;-0.87
15to44;2017-46;-0.04
15to44;2017-47;0.16
15to44;2017-48;0.39
15to44;2017-49;1.58
15to44;2017-50;1.66
15to44;2017-51;0.77
15to44;2017-52;2.5
15to44;2018-01;3.8
15to44;2018-02;2.26
15to44;2018-03;0.78
15to44;2018-04;1.44
15to44;2018-05;-0.03
15to44;2018-06;2.6
15to44;2018-07;2.35
15to44;2018-08;-0.29
15to44;2018-09;3.41
15to44;2018-10;2.63
15to44;2018-11;1.55
15to44;2018-12;0.46
15to44;2018-13;0.58
15to44;2018-14;0.92
15to44;2018-15;0.49
15to44;2018-16;0.97
15to44;2018-17;-1.04
15to44;2018-18;1.52
15to44;2018-19;1.49
15to44;2018-20;0.25
15to44;2018-21;0.44
15to44;2018-22;-0.33
15to44;2018-23;1.11
15to44;2018-24;-1.05
15to44;2018-25;-1.01
15to44;2018-26;1.21
15to44;2018-27;1.11
15to44;2018-28;2.85
15to44;2018-29;1.09
15to44;2018-30;2.15
15to44;2018-31;3.98
15to44;2018-32;1.77
15to44;2018-33;0.79
15to44;2018-34;0.67
15to44;2018-35;0.1
15to44;2018-36;0.5
15to44;2018-37;0.15
15to44;2018-38;-0.26
15to44;2018-39;-0.26
15to44;2018-40;-0.33
15to44;2018-41;3.81
15to44;2018-42;-0.86
15to44;2018-43;-0.44
15to44;2018-44;0.17
15to44;2018-45;0.21
15to44;2018-46;-0.75
15to44;2018-47;-0.45
15to44;2018-48;-0.35
15to44;2018-49;0.74
15to44;2018-50;0.87
15to44;2018-51;1.34
15to44;2018-52;0.21
15to44;2019-01;3.04
15to44;2019-02;2.96
15to44;2019-03;1.91
15to44;2019-04;0.61
15to44;2019-05;1.32
15to44;2019-06;2.07
15to44;2019-07;1.62
15to44;2019-08;0.78
15to44;2019-09;-0.88
15to44;2019-10;1.29
15to44;2019-11;-0.89
15to44;2019-12;-0.78
15to44;2019-13;-0.87
15to44;2019-14;-0.37
15to44;2019-15;0.51
15to44;2019-16;-0.2
15to44;2019-17;-1.94
15to44;2019-18;-0.74
15to44;2019-19;-0.99
15to44;2019-20;-0.38
15to44;2019-21;-0.48
15to44;2019-22;-0.84
15to44;2019-23;0.71
15to44;2019-24;-1.38
15to44;2019-25;0.86
15to44;2019-26;2.64
15to44;2019-27;2.11
15to44;2019-28;-0.76
15to44;2019-29;-0.29
15to44;2019-30;2.22
15to44;2019-31;-0.31
15to44;2019-32;0.89
15to44;2019-33;0.12
15to44;2019-34;-0.4
15to44;2019-35;0.89
15to44;2019-36;-0.42
15to44;2019-37;0.57
15to44;2019-38;-0.08
15to44;2019-39;-1.01
15to44;2019-40;-0.32
15to44;2019-41;1.31
15to44;2019-42;-0.78
15to44;2019-43;1.66
15to44;2019-44;-0.21
15to44;2019-45;-0.02
15to44;2019-46;-0.07
15to44;2019-47;0.23
15to44;2019-48;-0.64
15to44;2019-49;0.36
15to44;2019-50;0.39
15to44;2019-51;0.1
15to44;2019-52;0.03
15to44;2020-01;3.91
15to44;2020-02;1.99
15to44;2020-03;0.85
15to44;2020-04;-0.33
15to44;2020-05;2.97
15to44;2020-06;-0.48
15to44;2020-07;2.12
15to44;2020-08;0.39
15to44;2020-09;1.4
15to44;2020-10;1.79
15to44;2020-11;1.76
15to44;2020-12;0.98
15to44;2020-13;3.57
15to44;2020-14;3.47
15to44;2020-15;4.73
15to44;2020-16;2.15
15to44;2020-17;1.11
15to44;2020-18;-0.82
15to44;2020-19;-1
15to44;2020-20;2.13
15to44;2020-21;-0.32
15to44;2020-22;1.64
15to44;2020-23;-0.32
15to44;2020-24;1.16
15to44;2020-25;1.03
15to44;2020-26;0.97
15to44;2020-27;0.71
15to44;2020-28;-0.19
15to44;2020-29;0.76
15to44;2020-30;0.43
15to44;2020-31;2.85
15to44;2020-32;2.97
15to44;2020-33;4.29
15to44;2020-34;1.72
15to44;2020-35;0.67
15to44;2020-36;1.63
15to44;2020-37;2.51
15to44;2020-38;2.12
15to44;2020-39;0.71
15to44;2020-40;0.57
15to44;2020-41;2.39
15to44;2020-42;-0.56
15to44;2020-43;3.51
15to44;2020-44;1.55
15to44;2020-45;0.6
15to44;2020-46;0.39
15to44;2020-47;1.89
15to44;2020-48;0.72
15to44;2020-49;4.68
15to44;2020-50;3.7
15to44;2020-51;1.89
15to44;2020-52;1.33
15to44;2020-53;4.06
15to44;2021-01;2.46
15to44;2021-02;2.63
15to44;2021-03;3.64
15to44;2021-04;3.44
15to44;2021-05;3.07
15to44;2021-06;0.27
15to44;2021-07;0.54
15to44;2021-08;-0.01
15to44;2021-09;0.5
15to44;2021-10;0.74
15to44;2021-11;1.06
15to44;2021-12;0.85
15to44;2021-13;2.88
15to44;2021-14;2.31
15to44;2021-15;2.35
15to44;2021-16;2.27
15to44;2021-17;1.02
15to44;2021-18;2.96
15to44;2021-19;-0.23
15to44;2021-20;0.14
15to44;2021-21;0.64
15to44;2021-22;1.44
15to44;2021-23;0.61
15to44;2021-24;3.56
15to44;2021-25;2.05
15to44;2021-26;1.37
15to44;2021-27;2.69
15to44;2021-28;3.97
15to44;2021-29;4.69
15to44;2021-30;3.15
15to44;2021-31;1.95
15to44;2021-32;3.71
15to44;2021-33;2.66
15to44;2021-34;1.86
15to44;2021-35;2.4
15to44;2021-36;4.83
15to44;2021-37;3.76
15to44;2021-38;3.27
15to44;2021-39;2.46
15to44;2021-40;2.22
15to44;2021-41;1.5
15to44;2021-42;3.42
15to44;2021-43;1.28
15to44;2021-44;0.97
15to44;2021-45;4.4
15to44;2021-46;3.69
15to44;2021-47;5.68
15to44;2021-48;6.1
15to44;2021-49;4.6
15to44;2021-50;3.89
15to44;2021-51;3.9
15to44;2021-52;5.48
15to44;2022-01;4.48
15to44;2022-02;2.47
15to44;2022-03;1.96
15to44;2022-04;1.8
15to44;2022-05;2.51
15to44;2022-06;1.57
15to44;2022-07;2.81
15to44;2022-08;2.31
15to44;2022-09;1.62
15to44;2022-10;1.7
15to44;2022-11;2.66
15to44;2022-12;1.51
15to44;2022-13;0.71
15to44;2022-14;1.57
15to44;2022-15;0.6
15to44;2022-16;-0.03
15to44;2022-17;1.7
15to44;2022-18;2.56
15to44;2022-19;1.81
15to44;2022-20;2.05
15to44;2022-21;1.13
15to44;2022-22;-0.02
15to44;2022-23;2.95
15to44;2022-24;2.88
15to44;2022-25;2.37
15to44;2022-26;1.77
15to44;2022-27;4.58
15to44;2022-28;3.51
15to44;2022-29;3.72
15to44;2022-30;3.99
15to44;2022-31;3.33
15to44;2022-32;4.79
15to44;2022-33;2.28
15to44;2022-34;1.73
15to44;2022-35;1.91
15to44;2022-36;2.32
15to44;2022-37;-0.04
15to44;2022-38;1.43
15to44;2022-39;0.14
15to44;2022-40;1.64
15to44;2022-41;3.07
15to44;2022-42;1.89
15to44;2022-43;1.03
15to44;2022-44;1.43
15to44;2022-45;0.94
15to44;2022-46;1.55
15to44;2022-47;3.06
15to44;2022-48;3.25
15to44;2022-49;3.86
15to44;2022-50;4.65
15to44;2022-51;6.12
15to44;2022-52;7.83
15to44;2023-01;2.61
15to44;2023-02;0.65
15to44;2023-03;-1.77
45to64;2017-05;6.63
45to64;2017-06;4.98
45to64;2017-07;3.33
45to64;2017-08;2.24
45to64;2017-09;1.54
45to64;2017-10;0.36
45to64;2017-11;-0.38
45to64;2017-12;0.1
45to64;2017-13;-0.47
45to64;2017-14;-0.88
45to64;2017-15;-0.23
45to64;2017-16;-1.44
45to64;2017-17;1.78
45to64;2017-18;0.55
45to64;2017-19;1.79
45to64;2017-20;-0.17
45to64;2017-21;1.09
45to64;2017-22;-1.1
45to64;2017-23;-0.64
45to64;2017-24;0.65
45to64;2017-25;3.64
45to64;2017-26;-1.42
45to64;2017-27;-0.19
45to64;2017-28;1.34
45to64;2017-29;1.33
45to64;2017-30;-0.82
45to64;2017-31;2.86
45to64;2017-32;0.02
45to64;2017-33;-2.02
45to64;2017-34;-0.69
45to64;2017-35;-0.01
45to64;2017-36;-1.24
45to64;2017-37;-0.87
45to64;2017-38;0.1
45to64;2017-39;0.8
45to64;2017-40;1.69
45to64;2017-41;0.66
45to64;2017-42;0.53
45to64;2017-43;-0.55
45to64;2017-44;-0.45
45to64;2017-45;0.99
45to64;2017-46;3.04
45to64;2017-47;1.33
45to64;2017-48;2.33
45to64;2017-49;2.64
45to64;2017-50;4.39
45to64;2017-51;4.73
45to64;2017-52;7.69
45to64;2018-01;8.84
45to64;2018-02;5.61
45to64;2018-03;5.99
45to64;2018-04;4.16
45to64;2018-05;4.91
45to64;2018-06;4.18
45to64;2018-07;7.12
45to64;2018-08;9.29
45to64;2018-09;11.66
45to64;2018-10;11.16
45to64;2018-11;8.24
45to64;2018-12;6.32
45to64;2018-13;3.04
45to64;2018-14;5.25
45to64;2018-15;4.18
45to64;2018-16;1.16
45to64;2018-17;-0.28
45to64;2018-18;-0.38
45to64;2018-19;-1.29
45to64;2018-20;0.23
45to64;2018-21;-0.09
45to64;2018-22;-0.25
45to64;2018-23;0.18
45to64;2018-24;-0.17
45to64;2018-25;0.18
45to64;2018-26;1.48
45to64;2018-27;0.86
45to64;2018-28;-0.17
45to64;2018-29;1.28
45to64;2018-30;3.05
45to64;2018-31;4.82
45to64;2018-32;2.66
45to64;2018-33;-0.5
45to64;2018-34;-1
45to64;2018-35;-0.35
45to64;2018-36;0.16
45to64;2018-37;-1.23
45to64;2018-38;-0.16
45to64;2018-39;0.54
45to64;2018-40;1.45
45to64;2018-41;-0.59
45to64;2018-42;-1.36
45to64;2018-43;-0.53
45to64;2018-44;0.35
45to64;2018-45;0.59
45to64;2018-46;0.34
45to64;2018-47;0.09
45to64;2018-48;1.35
45to64;2018-49;1.47
45to64;2018-50;1.12
45to64;2018-51;4.27
45to64;2018-52;1.97
45to64;2019-01;5.59
45to64;2019-02;5.46
45to64;2019-03;4.7
45to64;2019-04;6.42
45to64;2019-05;7.58
45to64;2019-06;6.03
45to64;2019-07;6.36
45to64;2019-08;3.55
45to64;2019-09;5.22
45to64;2019-10;3.75
45to64;2019-11;0.74
45to64;2019-12;0.33
45to64;2019-13;-1.02
45to64;2019-14;-0.12
45to64;2019-15;-1.43
45to64;2019-16;0.53
45to64;2019-17;0.65
45to64;2019-18;-1.53
45to64;2019-19;-1.23
45to64;2019-20;-0.41
45to64;2019-21;-1.12
45to64;2019-22;-0.4
45to64;2019-23;0.03
45to64;2019-24;0.29
45to64;2019-25;1.21
45to64;2019-26;2.08
45to64;2019-27;2.98
45to64;2019-28;-1.87
45to64;2019-29;1.76
45to64;2019-30;2.1
45to64;2019-31;-0.3
45to64;2019-32;-1.43
45to64;2019-33;-3.52
45to64;2019-34;-1.94
45to64;2019-35;0.48
45to64;2019-36;-1.41
45to64;2019-37;-1.81
45to64;2019-38;0.06
45to64;2019-39;0.99
45to64;2019-40;-0.27
45to64;2019-41;0.8
45to64;2019-42;-0.77
