group;week;zscore
65P;2022-39;9.68
65P;2022-40;10.78
65P;2022-41;11.05
65P;2022-42;10.82
65P;2022-43;8.26
65P;2022-44;3.38
65P;2022-45;4.66
65P;2022-46;5.61
65P;2022-47;7.25
65P;2022-48;8.99
65P;2022-49;14.69
65P;2022-50;22.07
65P;2022-51;30.58
65P;2022-52;26.86
65P;2023-01;21.04
65P;2023-02;12.88
65P;2023-03;6.53
65P;2023-04;2.22
65P;2023-05;-7.13
85P;2017-07;12.51
85P;2017-08;9.4
85P;2017-09;6.02
85P;2017-10;2.18
85P;2017-11;-0.68
85P;2017-12;-2.55
85P;2017-13;-1.92
85P;2017-14;-3.16
85P;2017-15;-2.4
85P;2017-16;-3.15
85P;2017-17;1.22
85P;2017-18;0.95
85P;2017-19;0.58
85P;2017-20;1.22
85P;2017-21;0.93
85P;2017-22;-0.19
85P;2017-23;-2.17
85P;2017-24;1.64
85P;2017-25;4.51
85P;2017-26;0.26
85P;2017-27;2.58
85P;2017-28;0.01
85P;2017-29;1.58
85P;2017-30;0.79
85P;2017-31;4.02
85P;2017-32;2.86
85P;2017-33;1.77
85P;2017-34;2.03
85P;2017-35;0.02
85P;2017-36;-2.93
85P;2017-37;-1.41
85P;2017-38;0.35
85P;2017-39;1.81
85P;2017-40;1.39
85P;2017-41;2.2
85P;2017-42;-0.29
85P;2017-43;-1.7
85P;2017-44;-2.18
85P;2017-45;-1.23
85P;2017-46;0.35
85P;2017-47;0.67
85P;2017-48;-0.28
85P;2017-49;3.17
85P;2017-50;4.94
85P;2017-51;6.19
85P;2017-52;9.66
85P;2018-01;15.57
85P;2018-02;12.98
85P;2018-03;11.89
85P;2018-04;9.36
85P;2018-05;7.87
85P;2018-06;8.18
85P;2018-07;11.83
85P;2018-08;14.64
85P;2018-09;20.34
85P;2018-10;22.48
85P;2018-11;15.95
85P;2018-12;12.14
85P;2018-13;9.5
85P;2018-14;6.72
85P;2018-15;4.24
85P;2018-16;1.06
85P;2018-17;-2.23
85P;2018-18;-3.08
85P;2018-19;-1.74
85P;2018-20;-2.86
85P;2018-21;-0.8
85P;2018-22;0.1
85P;2018-23;-2.11
85P;2018-24;-2.68
85P;2018-25;-0.44
85P;2018-26;2.54
85P;2018-27;3.81
85P;2018-28;0.88
85P;2018-29;3.63
85P;2018-30;6.94
85P;2018-31;10.95
85P;2018-32;7.59
85P;2018-33;1.5
85P;2018-34;1.23
85P;2018-35;-1.32
85P;2018-36;-0.74
85P;2018-37;-1.95
85P;2018-38;0.06
85P;2018-39;-2.57
85P;2018-40;0.23
85P;2018-41;1.31
85P;2018-42;-2.59
85P;2018-43;-2.95
85P;2018-44;-1.21
85P;2018-45;-0.71
85P;2018-46;-3.23
85P;2018-47;-2.7
85P;2018-48;-2.63
85P;2018-49;-1.87
85P;2018-50;-2.78
85P;2018-51;0.29
85P;2018-52;-0.39
85P;2019-01;4.32
85P;2019-02;7.62
85P;2019-03;7.77
85P;2019-04;8.26
85P;2019-05;8.55
85P;2019-06;8.81
85P;2019-07;6.29
85P;2019-08;6.98
85P;2019-09;6.7
85P;2019-10;3.78
85P;2019-11;2.52
85P;2019-12;-0.02
85P;2019-13;-1.35
85P;2019-14;0.77
85P;2019-15;-0.91
85P;2019-16;1.07
85P;2019-17;1.79
85P;2019-18;0.3
85P;2019-19;0.07
85P;2019-20;1.14
85P;2019-21;1.26
85P;2019-22;1.44
85P;2019-23;1.14
85P;2019-24;1.1
85P;2019-25;1.22
85P;2019-26;5.14
85P;2019-27;3.09
85P;2019-28;2.26
85P;2019-29;1.84
85P;2019-30;10.32
85P;2019-31;1.99
85P;2019-32;1.7
85P;2019-33;-0.02
85P;2019-34;1.2
85P;2019-35;3.63
85P;2019-36;-2.04
85P;2019-37;-0.78
85P;2019-38;-0.19
85P;2019-39;0.86
85P;2019-40;-0.13
85P;2019-41;1.93
85P;2019-42;1.24
85P;2019-43;0.51
85P;2019-44;0.62
85P;2019-45;0.56
85P;2019-46;1.45
85P;2019-47;2.78
85P;2019-48;1.54
85P;2019-49;0.88
85P;2019-50;1.85
85P;2019-51;3.24
85P;2019-52;0.77
85P;2020-01;4.22
85P;2020-02;6.65
85P;2020-03;4.65
85P;2020-04;2.57
85P;2020-05;4.51
85P;2020-06;1.91
85P;2020-07;2.09
85P;2020-08;-0.99
85P;2020-09;0.72
85P;2020-10;2.03
85P;2020-11;4.12
85P;2020-12;11.86
85P;2020-13;26.18
85P;2020-14;43.63
85P;2020-15;44.35
85P;2020-16;34.48
85P;2020-17;23.41
85P;2020-18;13.53
85P;2020-19;9.02
85P;2020-20;2.76
85P;2020-21;4.12
85P;2020-22;0.19
85P;2020-23;0.21
85P;2020-24;-1.48
85P;2020-25;-1.08
85P;2020-26;3.6
85P;2020-27;0.5
85P;2020-28;0.65
85P;2020-29;1.57
85P;2020-30;3.04
85P;2020-31;6.79
85P;2020-32;5.86
85P;2020-33;12.01
85P;2020-34;4.74
85P;2020-35;1.54
85P;2020-36;1.5
85P;2020-37;3.09
85P;2020-38;5.39
85P;2020-39;1.15
85P;2020-40;4.17
85P;2020-41;3.53
85P;2020-42;4.99
85P;2020-43;12
85P;2020-44;14.72
85P;2020-45;18.3
85P;2020-46;19.36
85P;2020-47;17.88
85P;2020-48;17.32
85P;2020-49;18.3
85P;2020-50;19.69
85P;2020-51;18.78
85P;2020-52;18.38
85P;2020-53;19.52
85P;2021-01;22.39
85P;2021-02;24.96
85P;2021-03;26.52
85P;2021-04;21.86
85P;2021-05;14.02
85P;2021-06;8.71
85P;2021-07;6.19
85P;2021-08;0.22
85P;2021-09;-3.55
85P;2021-10;-2.01
85P;2021-11;-2.4
85P;2021-12;-1.87
85P;2021-13;-1.47
85P;2021-14;-0.92
85P;2021-15;-0.16
85P;2021-16;0.3
85P;2021-17;0.23
85P;2021-18;1.26
85P;2021-19;-1.02
85P;2021-20;-2.56
85P;2021-21;-1.7
85P;2021-22;0.27
85P;2021-23;-1.07
85P;2021-24;3.02
85P;2021-25;0.37
85P;2021-26;1.86
85P;2021-27;2.58
85P;2021-28;3.72
85P;2021-29;7.28
85P;2021-30;5.46
85P;2021-31;7.46
85P;2021-32;9.67
85P;2021-33;7.6
85P;2021-34;4.93
85P;2021-35;4.77
85P;2021-36;8.83
85P;2021-37;4.25
85P;2021-38;2.32
85P;2021-39;3.25
85P;2021-40;2.91
85P;2021-41;4.63
85P;2021-42;6.63
85P;2021-43;7.9
85P;2021-44;6.88
85P;2021-45;9.09
85P;2021-46;9.1
85P;2021-47;10.02
85P;2021-48;13.54
85P;2021-49;13.31
85P;2021-50;9.96
85P;2021-51;9.51
85P;2021-52;9.44
85P;2022-01;7.61
85P;2022-02;7.01
85P;2022-03;7.84
85P;2022-04;9.86
85P;2022-05;11.11
85P;2022-06;8.1
85P;2022-07;7.7
85P;2022-08;3.55
85P;2022-09;4.04
85P;2022-10;4.95
85P;2022-11;5.74
85P;2022-12;7.19
85P;2022-13;8.28
85P;2022-14;10.26
85P;2022-15;9.48
85P;2022-16;6.83
85P;2022-17;5.86
85P;2022-18;4.58
85P;2022-19;4.85
85P;2022-20;4.54
85P;2022-21;0.73
85P;2022-22;3.45
85P;2022-23;3.79
85P;2022-24;8.41
85P;2022-25;6.92
85P;2022-26;7.94
85P;2022-27;10.29
85P;2022-28;15.2
85P;2022-29;22.07
85P;2022-30;16.61
85P;2022-31;14.69
85P;2022-32;14.67
85P;2022-33;11.3
85P;2022-34;7.53
85P;2022-35;4.22
85P;2022-36;3.4
85P;2022-37;2.92
85P;2022-38;4.45
85P;2022-39;9.08
85P;2022-40;10.05
85P;2022-41;10.07
85P;2022-42;10.01
85P;2022-43;7.56
85P;2022-44;3.21
85P;2022-45;4
85P;2022-46;4.7
85P;2022-47;5.57
85P;2022-48;7.54
85P;2022-49;13.21
85P;2022-50;19.32
85P;2022-51;28.08
85P;2022-52;24.84
85P;2023-01;20.14
85P;2023-02;12.87
85P;2023-03;7.37
85P;2023-04;2.52
85P;2023-05;-5.42
