group;week;zscore
Total;2019-22;0.43
Total;2019-23;1.48
Total;2019-24;0.67
Total;2019-25;1.39
Total;2019-26;5.3
Total;2019-27;3.56
Total;2019-28;0.8
Total;2019-29;1.27
Total;2019-30;10.63
Total;2019-31;1.47
Total;2019-32;0.89
Total;2019-33;-1.39
Total;2019-34;0.24
Total;2019-35;3.18
Total;2019-36;-2.5
Total;2019-37;-1.18
Total;2019-38;-0.61
Total;2019-39;0.85
Total;2019-40;-0.05
Total;2019-41;1.93
Total;2019-42;0.92
Total;2019-43;0.42
Total;2019-44;0.32
Total;2019-45;0.73
Total;2019-46;1.8
Total;2019-47;2.35
Total;2019-48;1.4
Total;2019-49;2.12
Total;2019-50;3.23
Total;2019-51;4.46
Total;2019-52;1.19
Total;2020-01;4.32
Total;2020-02;6.78
Total;2020-03;4.73
Total;2020-04;3.06
Total;2020-05;5.53
Total;2020-06;2.17
Total;2020-07;2.79
Total;2020-08;-0.26
Total;2020-09;1.45
Total;2020-10;2.69
Total;2020-11;5.78
Total;2020-12;15.59
Total;2020-13;32.6
Total;2020-14;48.32
Total;2020-15;47.18
Total;2020-16;34.67
Total;2020-17;22.84
Total;2020-18;12.82
Total;2020-19;8.59
Total;2020-20;3.24
Total;2020-21;3.41
Total;2020-22;0.38
Total;2020-23;0.33
Total;2020-24;-1.07
Total;2020-25;-1.1
Total;2020-26;3.66
Total;2020-27;0.47
Total;2020-28;0.01
Total;2020-29;1.49
Total;2020-30;2.68
Total;2020-31;6.4
Total;2020-32;5.46
Total;2020-33;12.86
Total;2020-34;3.77
Total;2020-35;1.2
Total;2020-36;1.58
Total;2020-37;3.46
Total;2020-38;5.31
Total;2020-39;2.77
Total;2020-40;5.26
Total;2020-41;5.11
Total;2020-42;6.63
Total;2020-43;13.68
Total;2020-44;17.63
Total;2020-45;21.15
Total;2020-46;22.75
Total;2020-47;21.16
Total;2020-48;21.09
Total;2020-49;22.32
Total;2020-50;23.34
Total;2020-51;22.33
Total;2020-52;22
Total;2020-53;23.55
Total;2021-01;26.06
Total;2021-02;29.06
Total;2021-03;30.78
Total;2021-04;25.33
Total;2021-05;18.22
Total;2021-06;12.67
Total;2021-07;9.97
Total;2021-08;3.63
Total;2021-09;1.01
Total;2021-10;2.34
Total;2021-11;2.3
Total;2021-12;3.01
Total;2021-13;4.81
Total;2021-14;4.93
Total;2021-15;5.19
Total;2021-16;5.96
Total;2021-17;5.27
Total;2021-18;6.14
Total;2021-19;2.55
Total;2021-20;0.85
Total;2021-21;0.19
Total;2021-22;2.13
Total;2021-23;0.98
Total;2021-24;4.38
Total;2021-25;1.63
Total;2021-26;3.32
Total;2021-27;3.22
Total;2021-28;5.05
Total;2021-29;8.64
Total;2021-30;6.81
Total;2021-31;8.19
Total;2021-32;9.94
Total;2021-33;8.5
Total;2021-34;6.26
Total;2021-35;7.08
Total;2021-36;11.12
Total;2021-37;5.83
Total;2021-38;4.53
Total;2021-39;5.48
Total;2021-40;5.23
Total;2021-41;7.38
Total;2021-42;8.67
Total;2021-43;10.76
Total;2021-44;9.86
Total;2021-45;12.78
Total;2021-46;13.76
Total;2021-47;16.32
Total;2021-48;20.08
Total;2021-49;18.76
Total;2021-50;15.27
Total;2021-51;14.91
Total;2021-52;14.7
Total;2022-01;11.07
Total;2022-02;9.83
Total;2022-03;9.69
Total;2022-04;11.96
Total;2022-05;12.76
Total;2022-06;9.33
Total;2022-07;8.89
Total;2022-08;4.98
Total;2022-09;4.93
Total;2022-10;6.22
Total;2022-11;7.15
Total;2022-12;7.9
Total;2022-13;9.45
Total;2022-14;11.17
Total;2022-15;9.85
Total;2022-16;6.56
Total;2022-17;6.11
Total;2022-18;5.69
Total;2022-19;5.87
Total;2022-20;5.08
Total;2022-21;0.62
Total;2022-22;4.15
Total;2022-23;4.17
Total;2022-24;8.94
Total;2022-25;8.3
Total;2022-26;8.6
Total;2022-27;10.49
Total;2022-28;15.34
Total;2022-29;22.07
Total;2022-30;16.12
Total;2022-31;13.66
Total;2022-32;14.71
Total;2022-33;10.95
Total;2022-34;7.02
Total;2022-35;4.01
Total;2022-36;4.25
Total;2022-37;3.02
Total;2022-38;5.27
Total;2022-39;9.66
Total;2022-40;10.78
Total;2022-41;10.94
Total;2022-42;10.83
Total;2022-43;8.28
Total;2022-44;3.52
Total;2022-45;5.01
Total;2022-46;6.08
Total;2022-47;7.93
Total;2022-48;9.62
Total;2022-49;15.85
Total;2022-50;23.07
Total;2022-51;31.54
Total;2022-52;28.25
Total;2023-01;21.75
Total;2023-02;13.22
Total;2023-03;6.88
Total;2023-04;2.31
Total;2023-05;-7.25
0to14;2017-07;-0.07
0to14;2017-08;0.52
0to14;2017-09;0.71
0to14;2017-10;1.64
0to14;2017-11;0.43
0to14;2017-12;-0.73
0to14;2017-13;-0.53
0to14;2017-14;0.25
0to14;2017-15;1.5
0to14;2017-16;0.36
0to14;2017-17;1.13
0to14;2017-18;2.15
0to14;2017-19;-1.33
0to14;2017-20;0.19
0to14;2017-21;-0.75
0to14;2017-22;0.34
0to14;2017-23;1.59
0to14;2017-24;2.43
0to14;2017-25;-0.99
0to14;2017-26;1.18
0to14;2017-27;1.41
0to14;2017-28;-0.28
0to14;2017-29;0.89
0to14;2017-30;0
0to14;2017-31;-0.45
0to14;2017-32;-0.67
0to14;2017-33;0.51
0to14;2017-34;-1.54
0to14;2017-35;0.52
0to14;2017-36;-1.86
0to14;2017-37;-0.7
0to14;2017-38;0.31
0to14;2017-39;-0.46
0to14;2017-40;0.36
0to14;2017-41;0
0to14;2017-42;0.05
0to14;2017-43;0.64
0to14;2017-44;-1.37
0to14;2017-45;-0.72
0to14;2017-46;1.09
0to14;2017-47;1.93
0to14;2017-48;-0.94
0to14;2017-49;0.71
0to14;2017-50;1.77
0to14;2017-51;0.36
0to14;2017-52;2.27
0to14;2018-01;0.33
0to14;2018-02;1.76
0to14;2018-03;-0.84
0to14;2018-04;-0.05
0to14;2018-05;-0.5
0to14;2018-06;0.6
0to14;2018-07;0.3
0to14;2018-08;-0.6
0to14;2018-09;0.95
0to14;2018-10;1.06
0to14;2018-11;0.62
0to14;2018-12;0
0to14;2018-13;2.03
0to14;2018-14;0.3
0to14;2018-15;0.13
0to14;2018-16;0.91
0to14;2018-17;-0.72
0to14;2018-18;-1.08
0to14;2018-19;-0.7
0to14;2018-20;0.28
0to14;2018-21;-0.53
0to14;2018-22;-2.08
0to14;2018-23;1.21
0to14;2018-24;0.05
0to14;2018-25;-0.59
0to14;2018-26;0.02
0to14;2018-27;1.78
0to14;2018-28;0.94
0to14;2018-29;0.95
0to14;2018-30;1
0to14;2018-31;-0.04
0to14;2018-32;1.59
0to14;2018-33;-0.63
0to14;2018-34;0.84
0to14;2018-35;-2.38
0to14;2018-36;-1.56
0to14;2018-37;1.74
0to14;2018-38;2.23
0to14;2018-39;-1.03
0to14;2018-40;0.26
0to14;2018-41;1.62
0to14;2018-42;1.36
0to14;2018-43;-1.31
0to14;2018-44;-0.88
0to14;2018-45;1.99
0to14;2018-46;1.28
0to14;2018-47;1.32
0to14;2018-48;0.7
0to14;2018-49;1.02
0to14;2018-50;0.89
0to14;2018-51;1.65
0to14;2018-52;-0.98
0to14;2019-01;1.8
0to14;2019-02;1.54
0to14;2019-03;1.64
0to14;2019-04;0.34
0to14;2019-05;2.54
0to14;2019-06;1.8
0to14;2019-07;2.38
0to14;2019-08;2.22
0to14;2019-09;1.52
0to14;2019-10;0.73
0to14;2019-11;0.56
0to14;2019-12;-0.44
0to14;2019-13;-0.57
0to14;2019-14;1.05
0to14;2019-15;2.04
0to14;2019-16;-0.3
0to14;2019-17;0.31
0to14;2019-18;0.51
0to14;2019-19;-1.44
0to14;2019-20;-1.1
0to14;2019-21;0.81
0to14;2019-22;-1.17
0to14;2019-23;0.96
0to14;2019-24;-0.26
0to14;2019-25;0.07
0to14;2019-26;0.26
0to14;2019-27;-0.2
0to14;2019-28;1
0to14;2019-29;-1.31
0to14;2019-30;1.28
0to14;2019-31;1.69
0to14;2019-32;-0.82
0to14;2019-33;0.39
0to14;2019-34;1.93
0to14;2019-35;0.44
0to14;2019-36;-0.9
0to14;2019-37;-0.01
0to14;2019-38;1.54
0to14;2019-39;-0.94
0to14;2019-40;1.05
0to14;2019-41;-0.7
0to14;2019-42;-0.6
0to14;2019-43;0.69
0to14;2019-44;-1.49
0to14;2019-45;-0.18
0to14;2019-46;0.97
0to14;2019-47;0.56
0to14;2019-48;1.83
0to14;2019-49;1.79
0to14;2019-50;2.98
0to14;2019-51;1.88
0to14;2019-52;2.02
0to14;2020-01;-0.46
0to14;2020-02;0.74
0to14;2020-03;0.88
0to14;2020-04;1.78
0to14;2020-05;1.57
0to14;2020-06;1.13
0to14;2020-07;0.1
0to14;2020-08;0.84
0to14;2020-09;0.21
0to14;2020-10;0.68
0to14;2020-11;0.69
0to14;2020-12;0.06
0to14;2020-13;0.76
0to14;2020-14;-0.43
0to14;2020-15;0.14
0to14;2020-16;-0.92
0to14;2020-17;-0.67
0to14;2020-18;-1.13
0to14;2020-19;-1.08
0to14;2020-20;-0.46
0to14;2020-21;-0.82
0to14;2020-22;-1.05
0to14;2020-23;0.13
0to14;2020-24;-1.5
0to14;2020-25;-0.6
0to14;2020-26;0.24
0to14;2020-27;-1.29
0to14;2020-28;-1.33
0to14;2020-29;-0.86
0to14;2020-30;1.75
0to14;2020-31;-0.19
0to14;2020-32;-1.5
0to14;2020-33;-0.23
0to14;2020-34;-1.59
0to14;2020-35;-1.16
0to14;2020-36;-1.3
0to14;2020-37;-0.26
0to14;2020-38;0.34
0to14;2020-39;-0.03
0to14;2020-40;-1.76
0to14;2020-41;-0.26
0to14;2020-42;-3.02
0to14;2020-43;-0.67
0to14;2020-44;-2.13
0to14;2020-45;0.03
0to14;2020-46;-0.71
0to14;2020-47;-1.55
0to14;2020-48;-1.74
0to14;2020-49;-0.23
0to14;2020-50;-1.3
0to14;2020-51;-0.46
0to14;2020-52;-1.67
0to14;2020-53;-0.82
0to14;2021-01;-2.04
0to14;2021-02;-1.46
0to14;2021-03;-1.83
0to14;2021-04;0.04
0to14;2021-05;-1.15
0to14;2021-06;-0.17
0to14;2021-07;-1.09
0to14;2021-08;-1.97
0to14;2021-09;1.44
0to14;2021-10;-2.63
0to14;2021-11;-0.49
0to14;2021-12;-0.62
0to14;2021-13;0.31
0to14;2021-14;-1.96
0to14;2021-15;-0.82
0to14;2021-16;-1.13
0to14;2021-17;0.17
0to14;2021-18;-0.46
0to14;2021-19;0.6
0to14;2021-20;-0.31
0to14;2021-21;-0.71
0to14;2021-22;1.12
0to14;2021-23;0.18
0to14;2021-24;0.41
0to14;2021-25;0.55
0to14;2021-26;0.96
0to14;2021-27;0.83
0to14;2021-28;0.75
0to14;2021-29;1.02
0to14;2021-30;1.25
0to14;2021-31;0.63
0to14;2021-32;0.81
0to14;2021-33;-0.23
0to14;2021-34;-0.14
0to14;2021-35;-0.18
0to14;2021-36;0.41
0to14;2021-37;0.78
0to14;2021-38;1.36
0to14;2021-39;2.06
0to14;2021-40;0.78
0to14;2021-41;0.33
0to14;2021-42;2.02
0to14;2021-43;1.19
0to14;2021-44;1.05
0to14;2021-45;1.67
0to14;2021-46;2.15
0to14;2021-47;1.28
0to14;2021-48;3.32
0to14;2021-49;-0.98
0to14;2021-50;3.02
0to14;2021-51;0.94
0to14;2021-52;2.3
0to14;2022-01;0.32
0to14;2022-02;0.15
0to14;2022-03;-0.3
0to14;2022-04;-0.25
0to14;2022-05;1.59
0to14;2022-06;0.77
0to14;2022-07;0.92
0to14;2022-08;-0.33
0to14;2022-09;0.46
0to14;2022-10;1.71
0to14;2022-11;-0.07
0to14;2022-12;-0.65
0to14;2022-13;1.14
0to14;2022-14;-0.47
0to14;2022-15;1.88
0to14;2022-16;-0.2
0to14;2022-17;-0.77
0to14;2022-18;-0.1
0to14;2022-19;2.56
0to14;2022-20;1.06
0to14;2022-21;0.24
0to14;2022-22;0.93
0to14;2022-23;-0.89
0to14;2022-24;3.64
0to14;2022-25;1.79
0to14;2022-26;0.9
0to14;2022-27;2.58
0to14;2022-28;0.15
0to14;2022-29;1.97
0to14;2022-30;1.16
0to14;2022-31;-0.04
0to14;2022-32;1.25
0to14;2022-33;-0.24
0to14;2022-34;-0.01
0to14;2022-35;0.23
0to14;2022-36;1.35
0to14;2022-37;2.16
0to14;2022-38;-0.75
0to14;2022-39;2.19
0to14;2022-40;0.9
0to14;2022-41;0.55
0to14;2022-42;-0.54
0to14;2022-43;1.11
0to14;2022-44;0.92
0to14;2022-45;2.81
0to14;2022-46;1.93
0to14;2022-47;0.6
0to14;2022-48;0.82
0to14;2022-49;5.02
0to14;2022-50;3.67
0to14;2022-51;3.41
0to14;2022-52;4.56
0to14;2023-01;1.19
0to14;2023-02;0.99
0to14;2023-03;-0.61
0to14;2023-04;0.53
0to14;2023-05;-1.16
15to44;2017-07;1.45
15to44;2017-08;1.59
15to44;2017-09;-1.04
15to44;2017-10;-1.26
15to44;2017-11;-0.74
15to44;2017-12;-0.16
15to44;2017-13;-0.4
15to44;2017-14;-1.64
15to44;2017-15;-0.66
15to44;2017-16;-2.38
15to44;2017-17;0.19
15to44;2017-18;0.54
15to44;2017-19;1.21
15to44;2017-20;-0.5
15to44;2017-21;1.49
15to44;2017-22;-0.33
15to44;2017-23;-0.62
15to44;2017-24;1.11
15to44;2017-25;1.46
15to44;2017-26;-0.2
15to44;2017-27;0.92
15to44;2017-28;-0.17
15to44;2017-29;-0.51
15to44;2017-30;1.11
15to44;2017-31;1.59
15to44;2017-32;1.23
15to44;2017-33;-0.2
15to44;2017-34;0.6
15to44;2017-35;-0.37
15to44;2017-36;-0.22
15to44;2017-37;-2.28
15to44;2017-38;1.76
15to44;2017-39;0.66
15to44;2017-40;-0.16
15to44;2017-41;-0.77
15to44;2017-42;-0.12
15to44;2017-43;-0.14
15to44;2017-44;0.92
15to44;2017-45;-0.89
15to44;2017-46;-0.04
15to44;2017-47;0.18
15to44;2017-48;0.39
15to44;2017-49;1.6
15to44;2017-50;1.68
15to44;2017-51;0.81
15to44;2017-52;2.56
15to44;2018-01;3.87
15to44;2018-02;2.3
15to44;2018-03;0.81
15to44;2018-04;1.47
15to44;2018-05;-0.01
15to44;2018-06;2.67
15to44;2018-07;2.39
15to44;2018-08;-0.27
15to44;2018-09;3.48
15to44;2018-10;2.67
15to44;2018-11;1.58
15to44;2018-12;0.49
15to44;2018-13;0.6
15to44;2018-14;0.94
15to44;2018-15;0.5
15to44;2018-16;1.03
15to44;2018-17;-1.05
15to44;2018-18;1.54
15to44;2018-19;1.53
15to44;2018-20;0.25
15to44;2018-21;0.44
15to44;2018-22;-0.34
15to44;2018-23;1.13
15to44;2018-24;-1.05
15to44;2018-25;-1.02
15to44;2018-26;1.23
15to44;2018-27;1.09
15to44;2018-28;2.85
15to44;2018-29;1.08
15to44;2018-30;2.16
15to44;2018-31;4.01
15to44;2018-32;1.81
15to44;2018-33;0.79
15to44;2018-34;0.65
15to44;2018-35;0.07
15to44;2018-36;0.48
15to44;2018-37;0.12
15to44;2018-38;-0.27
15to44;2018-39;-0.29
15to44;2018-40;-0.31
15to44;2018-41;3.82
15to44;2018-42;-0.89
15to44;2018-43;-0.41
15to44;2018-44;0.15
15to44;2018-45;0.22
15to44;2018-46;-0.77
15to44;2018-47;-0.47
15to44;2018-48;-0.36
15to44;2018-49;0.76
15to44;2018-50;0.92
15to44;2018-51;1.38
15to44;2018-52;0.23
15to44;2019-01;3.1
15to44;2019-02;3.01
15to44;2019-03;1.95
15to44;2019-04;0.67
15to44;2019-05;1.34
15to44;2019-06;2.1
15to44;2019-07;1.69
15to44;2019-08;0.8
15to44;2019-09;-0.88
15to44;2019-10;1.36
15to44;2019-11;-0.87
15to44;2019-12;-0.75
15to44;2019-13;-0.85
15to44;2019-14;-0.36
15to44;2019-15;0.51
15to44;2019-16;-0.2
15to44;2019-17;-1.96
15to44;2019-18;-0.73
15to44;2019-19;-0.98
15to44;2019-20;-0.37
15to44;2019-21;-0.48
15to44;2019-22;-0.87
15to44;2019-23;0.7
15to44;2019-24;-1.38
15to44;2019-25;0.87
15to44;2019-26;2.66
15to44;2019-27;2.1
15to44;2019-28;-0.77
15to44;2019-29;-0.3
15to44;2019-30;2.21
15to44;2019-31;-0.32
15to44;2019-32;0.86
15to44;2019-33;0.09
15to44;2019-34;-0.44
15to44;2019-35;0.88
15to44;2019-36;-0.41
15to44;2019-37;0.54
15to44;2019-38;-0.12
15to44;2019-39;-1.03
15to44;2019-40;-0.3
15to44;2019-41;1.31
15to44;2019-42;-0.79
15to44;2019-43;1.65
15to44;2019-44;-0.23
15to44;2019-45;-0.02
15to44;2019-46;-0.09
15to44;2019-47;0.22
15to44;2019-48;-0.66
15to44;2019-49;0.35
15to44;2019-50;0.39
15to44;2019-51;0.14
15to44;2019-52;0.04
15to44;2020-01;3.94
15to44;2020-02;2
15to44;2020-03;0.86
15to44;2020-04;-0.34
15to44;2020-05;3
15to44;2020-06;-0.46
15to44;2020-07;2.14
15to44;2020-08;0.42
15to44;2020-09;1.43
15to44;2020-10;1.81
15to44;2020-11;1.77
15to44;2020-12;1.01
15to44;2020-13;3.6
15to44;2020-14;3.52
15to44;2020-15;4.78
15to44;2020-16;2.18
15to44;2020-17;1.11
15to44;2020-18;-0.84
15to44;2020-19;-0.98
15to44;2020-20;2.16
15to44;2020-21;-0.29
15to44;2020-22;1.7
15to44;2020-23;-0.28
15to44;2020-24;1.19
15to44;2020-25;1.06
15to44;2020-26;0.95
15to44;2020-27;0.72
15to44;2020-28;-0.22
15to44;2020-29;0.73
15to44;2020-30;0.4
15to44;2020-31;2.86
15to44;2020-32;2.97
15to44;2020-33;4.33
15to44;2020-34;1.76
15to44;2020-35;0.64
15to44;2020-36;1.62
15to44;2020-37;2.49
15to44;2020-38;2.12
15to44;2020-39;0.68
15to44;2020-40;0.61
15to44;2020-41;2.37
15to44;2020-42;-0.6
15to44;2020-43;3.52
15to44;2020-44;1.53
15to44;2020-45;0.6
15to44;2020-46;0.37
15to44;2020-47;1.93
15to44;2020-48;0.73
15to44;2020-49;4.72
15to44;2020-50;3.71
15to44;2020-51;1.97
15to44;2020-52;1.34
15to44;2020-53;4.08
15to44;2021-01;2.47
15to44;2021-02;2.66
15to44;2021-03;3.68
15to44;2021-04;3.48
15to44;2021-05;3.13
15to44;2021-06;0.27
15to44;2021-07;0.58
15to44;2021-08;0.04
15to44;2021-09;0.58
15to44;2021-10;0.78
15to44;2021-11;1.12
15to44;2021-12;0.89
15to44;2021-13;2.98
15to44;2021-14;2.34
15to44;2021-15;2.42
15to44;2021-16;2.27
15to44;2021-17;1.03
15to44;2021-18;3
15to44;2021-19;-0.21
15to44;2021-20;0.18
15to44;2021-21;0.62
15to44;2021-22;1.49
15to44;2021-23;0.61
15to44;2021-24;3.62
15to44;2021-25;2.07
15to44;2021-26;1.43
15to44;2021-27;2.78
15to44;2021-28;3.98
15to44;2021-29;4.7
15to44;2021-30;3.15
15to44;2021-31;1.96
15to44;2021-32;3.71
15to44;2021-33;2.64
15to44;2021-34;1.85
15to44;2021-35;2.42
15to44;2021-36;4.86
15to44;2021-37;3.73
15to44;2021-38;3.35
15to44;2021-39;2.46
15to44;2021-40;2.21
15to44;2021-41;1.47
15to44;2021-42;3.45
15to44;2021-43;1.3
15to44;2021-44;1
15to44;2021-45;4.44
15to44;2021-46;3.73
15to44;2021-47;5.71
15to44;2021-48;6.16
15to44;2021-49;4.67
15to44;2021-50;3.93
15to44;2021-51;4.01
15to44;2021-52;5.56
15to44;2022-01;4.54
15to44;2022-02;2.55
15to44;2022-03;1.97
15to44;2022-04;1.87
15to44;2022-05;2.12
15to44;2022-06;1.11
15to44;2022-07;2.84
15to44;2022-08;2.3
15to44;2022-09;1.47
15to44;2022-10;1.65
15to44;2022-11;2.66
15to44;2022-12;1.49
15to44;2022-13;0.72
15to44;2022-14;1.69
15to44;2022-15;0.57
15to44;2022-16;0.01
15to44;2022-17;1.66
15to44;2022-18;2.59
15to44;2022-19;1.76
15to44;2022-20;2.16
15to44;2022-21;1.12
15to44;2022-22;-0.04
15to44;2022-23;3.17
15to44;2022-24;2.99
15to44;2022-25;2.32
15to44;2022-26;1.9
15to44;2022-27;4.77
15to44;2022-28;3.51
15to44;2022-29;3.66
15to44;2022-30;3.79
15to44;2022-31;3.21
15to44;2022-32;4.88
15to44;2022-33;2.47
15to44;2022-34;1.95
15to44;2022-35;2.04
15to44;2022-36;2.47
15to44;2022-37;0.11
15to44;2022-38;1.55
15to44;2022-39;0.18
15to44;2022-40;1.73
15to44;2022-41;3.01
15to44;2022-42;2.05
15to44;2022-43;1.04
15to44;2022-44;1.57
15to44;2022-45;0.92
15to44;2022-46;1.57
15to44;2022-47;3.09
15to44;2022-48;3.22
15to44;2022-49;3.88
15to44;2022-50;4.71
15to44;2022-51;6.35
15to44;2022-52;8.27
15to44;2023-01;3.46
15to44;2023-02;1.85
15to44;2023-03;1.38
15to44;2023-04;0.25
15to44;2023-05;-2.66
45to64;2017-07;3.35
45to64;2017-08;2.25
45to64;2017-09;1.58
45to64;2017-10;0.37
45to64;2017-11;-0.38
45to64;2017-12;0.12
45to64;2017-13;-0.45
45to64;2017-14;-0.89
45to64;2017-15;-0.26
45to64;2017-16;-1.46
45to64;2017-17;1.79
45to64;2017-18;0.51
45to64;2017-19;1.78
45to64;2017-20;-0.2
45to64;2017-21;1.05
45to64;2017-22;-1.16
45to64;2017-23;-0.69
45to64;2017-24;0.61
45to64;2017-25;3.62
45to64;2017-26;-1.46
45to64;2017-27;-0.23
45to64;2017-28;1.37
45to64;2017-29;1.33
45to64;2017-30;-0.82
45to64;2017-31;2.85
45to64;2017-32;0
45to64;2017-33;-2.06
45to64;2017-34;-0.71
45to64;2017-35;-0.05
45to64;2017-36;-1.26
45to64;2017-37;-0.85
45to64;2017-38;0.09
45to64;2017-39;0.78
45to64;2017-40;1.68
45to64;2017-41;0.67
45to64;2017-42;0.55
45to64;2017-43;-0.58
45to64;2017-44;-0.45
45to64;2017-45;1
45to64;2017-46;3.08
45to64;2017-47;1.37
45to64;2017-48;2.38
45to64;2017-49;2.66
45to64;2017-50;4.44
45to64;2017-51;4.77
45to64;2017-52;7.74
45to64;2018-01;8.89
45to64;2018-02;5.64
45to64;2018-03;6.03
45to64;2018-04;4.21
45to64;2018-05;4.96
45to64;2018-06;4.22
45to64;2018-07;7.2
45to64;2018-08;9.36
45to64;2018-09;11.74
45to64;2018-10;11.22
45to64;2018-11;8.29
45to64;2018-12;6.34
45to64;2018-13;3.05
45to64;2018-14;5.27
45to64;2018-15;4.23
45to64;2018-16;1.16
45to64;2018-17;-0.26
45to64;2018-18;-0.39
45to64;2018-19;-1.31
45to64;2018-20;0.23
45to64;2018-21;-0.12
45to64;2018-22;-0.27
45to64;2018-23;0.16
45to64;2018-24;-0.16
45to64;2018-25;0.18
45to64;2018-26;1.47
45to64;2018-27;0.85
45to64;2018-28;-0.2
45to64;2018-29;1.25
45to64;2018-30;3.06
45to64;2018-31;4.86
45to64;2018-32;2.71
45to64;2018-33;-0.48
45to64;2018-34;-1.01
45to64;2018-35;-0.34
45to64;2018-36;0.15
45to64;2018-37;-1.25
45to64;2018-38;-0.16
45to64;2018-39;0.54
45to64;2018-40;1.44
45to64;2018-41;-0.62
45to64;2018-42;-1.36
45to64;2018-43;-0.51
45to64;2018-44;0.37
45to64;2018-45;0.62
45to64;2018-46;0.41
45to64;2018-47;0.12
45to64;2018-48;1.39
45to64;2018-49;1.51
45to64;2018-50;1.19
45to64;2018-51;4.29
45to64;2018-52;1.98
45to64;2019-01;5.64
45to64;2019-02;5.53
45to64;2019-03;4.78
45to64;2019-04;6.49
45to64;2019-05;7.65
45to64;2019-06;6.06
45to64;2019-07;6.41
45to64;2019-08;3.56
45to64;2019-09;5.28
45to64;2019-10;3.82
45to64;2019-11;0.81
45to64;2019-12;0.36
45to64;2019-13;-1.02
45to64;2019-14;-0.1
45to64;2019-15;-1.43
45to64;2019-16;0.55
45to64;2019-17;0.66
45to64;2019-18;-1.57
45to64;2019-19;-1.23
45to64;2019-20;-0.44
45to64;2019-21;-1.13
45to64;2019-22;-0.41
45to64;2019-23;0.02
45to64;2019-24;0.31
45to64;2019-25;1.27
45to64;2019-26;2.11
45to64;2019-27;2.96
45to64;2019-28;-1.88
45to64;2019-29;1.74
45to64;2019-30;2.08
45to64;2019-31;-0.29
45to64;2019-32;-1.43
45to64;2019-33;-3.5
45to64;2019-34;-1.95
45to64;2019-35;0.49
45to64;2019-36;-1.41
45to64;2019-37;-1.84
45to64;2019-38;0.06
45to64;2019-39;1.02
45to64;2019-40;-0.26
45to64;2019-41;0.82
45to64;2019-42;-0.75
45to64;2019-43;-1.24
45to64;2019-44;-0.2
