group;week;zscore
65P;2023-29;0.33
65P;2023-30;0.67
65P;2023-31;-1.31
65P;2023-32;1.54
65P;2023-33;3.21
65P;2023-34;4.33
65P;2023-35;-1.33
65P;2023-36;2.18
65P;2023-37;-0.55
65P;2023-38;-2.46
65P;2023-39;-1.47
65P;2023-40;-0.46
65P;2023-41;-0.29
65P;2023-42;1.97
65P;2023-43;3.33
65P;2023-44;1.96
65P;2023-45;1.91
65P;2023-46;2.89
65P;2023-47;2.72
65P;2023-48;4.96
65P;2023-49;5.83
65P;2023-50;0.73
85P;2017-52;9.99
85P;2018-01;15.69
85P;2018-02;13.25
85P;2018-03;12.16
85P;2018-04;9.92
85P;2018-05;8.33
85P;2018-06;8.5
85P;2018-07;12.06
85P;2018-08;14.6
85P;2018-09;20.06
85P;2018-10;22.18
85P;2018-11;15.77
85P;2018-12;12.12
85P;2018-13;9.53
85P;2018-14;6.64
85P;2018-15;4.41
85P;2018-16;1.34
85P;2018-17;-1.69
85P;2018-18;-2.89
85P;2018-19;-1.5
85P;2018-20;-2.54
85P;2018-21;-0.5
85P;2018-22;0.22
85P;2018-23;-2.13
85P;2018-24;-2.66
85P;2018-25;-0.57
85P;2018-26;2.11
85P;2018-27;3.45
85P;2018-28;0.49
85P;2018-29;2.95
85P;2018-30;6.31
85P;2018-31;10.12
85P;2018-32;7.3
85P;2018-33;1.03
85P;2018-34;0.9
85P;2018-35;-1.66
85P;2018-36;-1.15
85P;2018-37;-2.12
85P;2018-38;-0.27
85P;2018-39;-2.69
85P;2018-40;0.06
85P;2018-41;1.24
85P;2018-42;-2.25
85P;2018-43;-2.77
85P;2018-44;-1
85P;2018-45;-0.48
85P;2018-46;-2.81
85P;2018-47;-2.05
85P;2018-48;-2.21
85P;2018-49;-1.44
85P;2018-50;-2.13
85P;2018-51;0.87
85P;2018-52;0.26
85P;2019-01;4.62
85P;2019-02;8.08
85P;2019-03;8.3
85P;2019-04;8.93
85P;2019-05;9.3
85P;2019-06;9.35
85P;2019-07;6.99
85P;2019-08;7.62
85P;2019-09;7.22
85P;2019-10;4.64
85P;2019-11;3.09
85P;2019-12;0.67
85P;2019-13;-0.72
85P;2019-14;1.2
85P;2019-15;-0.3
85P;2019-16;1.28
85P;2019-17;1.97
85P;2019-18;0.52
85P;2019-19;0.26
85P;2019-20;1.17
85P;2019-21;1.46
85P;2019-22;1.4
85P;2019-23;1.09
85P;2019-24;1.27
85P;2019-25;1.05
85P;2019-26;5.08
85P;2019-27;2.93
85P;2019-28;1.86
85P;2019-29;1.61
85P;2019-30;10.02
85P;2019-31;1.61
85P;2019-32;1.38
85P;2019-33;-0.35
85P;2019-34;0.7
85P;2019-35;2.86
85P;2019-36;-2.14
85P;2019-37;-0.96
85P;2019-38;-0.48
85P;2019-39;0.57
85P;2019-40;-0.37
85P;2019-41;1.72
85P;2019-42;1.14
85P;2019-43;0.5
85P;2019-44;0.68
85P;2019-45;0.64
85P;2019-46;1.56
85P;2019-47;2.92
85P;2019-48;1.88
85P;2019-49;1.21
85P;2019-50;2.27
85P;2019-51;3.53
85P;2019-52;1.28
85P;2020-01;4.71
85P;2020-02;6.91
85P;2020-03;5.2
85P;2020-04;3.38
85P;2020-05;5.02
85P;2020-06;2.62
85P;2020-07;2.69
85P;2020-08;-0.3
85P;2020-09;1.31
85P;2020-10;2.78
85P;2020-11;5.05
85P;2020-12;12.58
85P;2020-13;26.51
85P;2020-14;43.08
85P;2020-15;43.29
85P;2020-16;33.43
85P;2020-17;22.78
85P;2020-18;12.84
85P;2020-19;8.45
85P;2020-20;2.3
85P;2020-21;3.73
85P;2020-22;-0.01
85P;2020-23;0.05
85P;2020-24;-1.68
85P;2020-25;-1.17
85P;2020-26;3.26
85P;2020-27;0.42
85P;2020-28;0.44
85P;2020-29;1.15
85P;2020-30;2.63
85P;2020-31;6.75
85P;2020-32;5.46
85P;2020-33;11.76
85P;2020-34;4.48
85P;2020-35;1.42
85P;2020-36;1.33
85P;2020-37;2.83
85P;2020-38;5.23
85P;2020-39;0.98
85P;2020-40;4.13
85P;2020-41;3.58
85P;2020-42;4.94
85P;2020-43;11.8
85P;2020-44;14.28
85P;2020-45;18.49
85P;2020-46;19.3
85P;2020-47;17.93
85P;2020-48;17.3
85P;2020-49;18.02
85P;2020-50;19.49
85P;2020-51;18.59
85P;2020-52;18.1
85P;2020-53;19.31
85P;2021-01;22.32
85P;2021-02;24.83
85P;2021-03;26.65
85P;2021-04;21.99
85P;2021-05;14.6
85P;2021-06;9.17
85P;2021-07;6.75
85P;2021-08;1.03
85P;2021-09;-2.46
85P;2021-10;-1.19
85P;2021-11;-1.37
85P;2021-12;-0.99
85P;2021-13;-0.57
85P;2021-14;-0.17
85P;2021-15;0.45
85P;2021-16;1.02
85P;2021-17;0.87
85P;2021-18;1.76
85P;2021-19;-0.65
85P;2021-20;-2.13
85P;2021-21;-1.32
85P;2021-22;0.56
85P;2021-23;-0.58
85P;2021-24;3.51
85P;2021-25;1.02
85P;2021-26;2.06
85P;2021-27;2.51
85P;2021-28;3.49
85P;2021-29;7.28
85P;2021-30;5.19
85P;2021-31;7.28
85P;2021-32;9.53
85P;2021-33;7.33
85P;2021-34;4.71
85P;2021-35;4.49
85P;2021-36;8.66
85P;2021-37;4.15
85P;2021-38;2.07
85P;2021-39;3.07
85P;2021-40;2.87
85P;2021-41;4.65
85P;2021-42;6.62
85P;2021-43;7.94
85P;2021-44;6.85
85P;2021-45;9.15
85P;2021-46;9.32
85P;2021-47;10.29
85P;2021-48;13.74
85P;2021-49;13.68
85P;2021-50;10.52
85P;2021-51;9.93
85P;2021-52;9.83
85P;2022-01;7.87
85P;2022-02;7.5
85P;2022-03;8.46
85P;2022-04;10.39
85P;2022-05;11.56
85P;2022-06;8.74
85P;2022-07;8.07
85P;2022-08;4.04
85P;2022-09;4.76
85P;2022-10;5.64
85P;2022-11;6.53
85P;2022-12;7.84
85P;2022-13;8.9
85P;2022-14;10.71
85P;2022-15;9.94
85P;2022-16;7.25
85P;2022-17;6.18
85P;2022-18;5.15
85P;2022-19;5.36
85P;2022-20;4.71
85P;2022-21;0.95
85P;2022-22;3.58
85P;2022-23;3.84
85P;2022-24;8.29
85P;2022-25;6.8
85P;2022-26;7.86
85P;2022-27;10.36
85P;2022-28;15.09
85P;2022-29;21.88
85P;2022-30;16.48
85P;2022-31;14.51
85P;2022-32;14.25
85P;2022-33;10.93
85P;2022-34;7.17
85P;2022-35;3.97
85P;2022-36;3.26
85P;2022-37;2.74
85P;2022-38;4.19
85P;2022-39;8.82
85P;2022-40;9.87
85P;2022-41;9.81
85P;2022-42;10.02
85P;2022-43;7.59
85P;2022-44;3.35
85P;2022-45;4.43
85P;2022-46;5.03
85P;2022-47;6.1
85P;2022-48;8.22
85P;2022-49;13.72
85P;2022-50;18.43
85P;2022-51;25.18
85P;2022-52;22.66
85P;2023-01;19.09
85P;2023-02;12.99
85P;2023-03;8.54
85P;2023-04;5.44
85P;2023-05;6.01
85P;2023-06;4.92
85P;2023-07;5.92
85P;2023-08;4.2
85P;2023-09;4.02
85P;2023-10;6.7
85P;2023-11;5.01
85P;2023-12;3.61
85P;2023-13;1.72
85P;2023-14;0.47
85P;2023-15;1.93
85P;2023-16;2.48
85P;2023-17;1.9
85P;2023-18;1.23
85P;2023-19;-0.51
85P;2023-20;-0.62
85P;2023-21;1.08
85P;2023-22;0
85P;2023-23;2.81
85P;2023-24;1.63
85P;2023-25;1.09
85P;2023-26;-1.13
85P;2023-27;-0.32
85P;2023-28;2.79
85P;2023-29;1.57
85P;2023-30;1.8
85P;2023-31;0.11
85P;2023-32;2.48
85P;2023-33;4.86
85P;2023-34;5.9
85P;2023-35;0.21
85P;2023-36;3.36
85P;2023-37;0.55
85P;2023-38;-1.5
85P;2023-39;-0.73
85P;2023-40;0.86
85P;2023-41;0.16
85P;2023-42;3.16
85P;2023-43;3.95
85P;2023-44;3
85P;2023-45;2.47
85P;2023-46;3.58
85P;2023-47;2.76
85P;2023-48;4.96
85P;2023-49;6.22
85P;2023-50;1.91
