KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN
27. KW 2024;SBG;N;12;0;0;2;68;82
27. KW 2024;ST;I;1;0;0;0;8;9
27. KW 2024;ST;N;14;0;1;0;116;129
27. KW 2024;T;I;2;0;0;0;7;8
27. KW 2024;T;N;9;0;1;1;90;100
27. KW 2024;V;I;0;0;0;0;3;3
27. KW 2024;V;N;3;0;0;4;33;39
27. KW 2024;W;I;2;0;0;0;9;10
27. KW 2024;W;N;29;1;0;4;148;177
28. KW 2024;BGL;I;0;0;0;0;2;2
28. KW 2024;BGL;N;3;0;0;1;28;31
28. KW 2024;KTN;I;0;0;0;0;3;3
28. KW 2024;KTN;N;5;0;0;1;85;91
28. KW 2024;NÖ;I;0;0;0;0;6;6
28. KW 2024;NÖ;N;19;0;0;2;159;173
28. KW 2024;OÖ;I;2;0;0;0;9;11
28. KW 2024;OÖ;N;33;0;0;3;175;209
28. KW 2024;SBG;I;0;0;0;0;2;2
28. KW 2024;SBG;N;9;0;0;2;51;61
28. KW 2024;ST;I;0;0;0;0;5;5
28. KW 2024;ST;N;19;0;1;0;145;162
28. KW 2024;T;I;1;0;0;2;6;9
28. KW 2024;T;N;18;1;2;2;77;99
28. KW 2024;V;I;0;0;0;1;5;6
28. KW 2024;V;N;10;1;0;1;44;54
28. KW 2024;W;I;1;1;0;0;11;13
28. KW 2024;W;N;33;0;1;1;129;158
29. KW 2024;BGL;I;1;0;0;0;0;1
29. KW 2024;BGL;N;6;0;0;0;29;34
29. KW 2024;KTN;I;0;0;0;0;6;6
29. KW 2024;KTN;N;12;0;0;2;96;108
29. KW 2024;NÖ;I;2;0;0;0;9;11
29. KW 2024;NÖ;N;18;0;0;2;138;155
29. KW 2024;OÖ;I;1;0;0;0;5;5
29. KW 2024;OÖ;N;36;0;0;1;143;178
29. KW 2024;SBG;I;1;0;0;0;5;6
29. KW 2024;SBG;N;14;0;0;3;55;70
29. KW 2024;ST;I;0;0;0;0;11;11
29. KW 2024;ST;N;23;0;0;0;158;180
29. KW 2024;T;I;1;0;0;0;4;5
29. KW 2024;T;N;18;0;0;3;75;96
29. KW 2024;V;I;0;0;0;0;3;3
29. KW 2024;V;N;4;1;0;1;38;44
29. KW 2024;W;I;1;0;0;0;17;17
29. KW 2024;W;N;34;2;1;3;166;201
30. KW 2024;BGL;I;0;0;0;0;3;3
30. KW 2024;BGL;N;7;1;0;0;26;31
30. KW 2024;KTN;I;0;0;0;0;0;0
30. KW 2024;KTN;N;4;1;0;0;71;75
30. KW 2024;NÖ;I;0;0;0;0;2;2
30. KW 2024;NÖ;N;26;0;0;0;167;188
30. KW 2024;OÖ;I;2;0;0;0;4;5
30. KW 2024;OÖ;N;27;0;0;2;164;190
30. KW 2024;SBG;I;0;0;0;0;4;4
30. KW 2024;SBG;N;16;1;0;0;44;57
30. KW 2024;ST;I;0;0;0;0;7;7
30. KW 2024;ST;N;32;0;0;0;142;170
30. KW 2024;T;I;1;0;0;0;4;5
30. KW 2024;T;N;18;0;0;1;107;124
30. KW 2024;V;I;0;0;0;0;0;0
30. KW 2024;V;N;5;1;0;1;32;39
30. KW 2024;W;I;2;0;0;0;11;12
30. KW 2024;W;N;37;1;0;5;151;187
31. KW 2024;BGL;I;0;0;0;0;2;2
31. KW 2024;BGL;N;16;0;0;1;29;44
31. KW 2024;KTN;I;0;0;0;0;2;2
31. KW 2024;KTN;N;9;0;0;2;101;111
31. KW 2024;NÖ;I;1;0;0;0;3;4
31. KW 2024;NÖ;N;34;2;0;1;146;180
31. KW 2024;OÖ;I;0;0;0;0;2;2
31. KW 2024;OÖ;N;29;2;1;1;169;201
31. KW 2024;SBG;I;1;0;0;0;4;5
31. KW 2024;SBG;N;12;0;0;1;47;60
31. KW 2024;ST;I;0;0;0;1;13;14
31. KW 2024;ST;N;35;0;0;1;150;184
31. KW 2024;T;I;1;0;0;1;7;8
31. KW 2024;T;N;21;0;0;2;104;122
31. KW 2024;V;I;0;0;0;0;2;2
31. KW 2024;V;N;4;0;0;1;24;29
31. KW 2024;W;I;2;0;0;0;6;8
31. KW 2024;W;N;40;0;0;3;123;159
32. KW 2024;BGL;I;0;0;0;0;1;1
32. KW 2024;BGL;N;12;1;0;0;32;41
32. KW 2024;KTN;I;0;0;0;0;2;2
32. KW 2024;KTN;N;11;0;0;2;71;82
32. KW 2024;NÖ;I;0;0;0;0;4;4
32. KW 2024;NÖ;N;46;0;0;1;155;197
32. KW 2024;OÖ;I;1;0;0;0;6;7
32. KW 2024;OÖ;N;34;1;0;1;123;158
32. KW 2024;SBG;I;1;0;0;0;2;3
32. KW 2024;SBG;N;18;1;0;2;60;78
32. KW 2024;ST;I;2;0;0;0;8;10
32. KW 2024;ST;N;43;0;1;2;140;181
32. KW 2024;T;I;0;0;0;0;3;3
32. KW 2024;T;N;32;1;0;0;94;122
32. KW 2024;V;I;1;0;0;0;5;6
32. KW 2024;V;N;7;0;0;0;41;45
32. KW 2024;W;I;3;0;0;0;10;13
32. KW 2024;W;N;52;0;1;5;152;200
33. KW 2024;BGL;I;1;0;0;0;1;2
33. KW 2024;BGL;N;11;0;0;0;25;34
33. KW 2024;KTN;I;0;0;0;0;1;1
33. KW 2024;KTN;N;20;0;0;3;76;96
33. KW 2024;NÖ;I;1;0;0;0;8;9
33. KW 2024;NÖ;N;40;0;1;2;170;208
33. KW 2024;OÖ;I;0;0;0;0;9;9
33. KW 2024;OÖ;N;35;0;0;1;157;187
33. KW 2024;SBG;I;3;0;0;1;8;10
33. KW 2024;SBG;N;17;0;0;1;52;69
33. KW 2024;ST;I;5;0;0;0;5;7
33. KW 2024;ST;N;43;0;0;2;147;191
33. KW 2024;T;I;0;0;0;0;4;4
33. KW 2024;T;N;19;0;0;1;80;99
33. KW 2024;V;I;0;0;0;0;0;0
33. KW 2024;V;N;8;0;0;3;31;41
33. KW 2024;W;I;2;0;0;0;9;11
33. KW 2024;W;N;47;1;0;1;127;174
34. KW 2024;BGL;I;2;0;0;0;2;4
34. KW 2024;BGL;N;14;0;0;0;25;38
34. KW 2024;KTN;I;1;0;0;0;2;3
34. KW 2024;KTN;N;27;1;0;0;93;116
34. KW 2024;NÖ;I;1;0;0;0;4;5
34. KW 2024;NÖ;N;57;1;0;1;161;209
34. KW 2024;OÖ;I;0;0;0;0;9;9
34. KW 2024;OÖ;N;42;0;0;1;141;183
34. KW 2024;SBG;I;0;0;0;0;3;3
34. KW 2024;SBG;N;19;1;0;0;48;66
34. KW 2024;ST;I;4;0;0;0;11;15
34. KW 2024;ST;N;39;0;0;1;139;175
34. KW 2024;T;I;0;0;0;0;8;8
34. KW 2024;T;N;25;0;0;2;84;107
34. KW 2024;V;I;0;0;0;0;3;3
34. KW 2024;V;N;11;0;0;3;46;57
34. KW 2024;W;I;1;0;0;0;3;4
34. KW 2024;W;N;54;0;0;0;113;162
35. KW 2024;BGL;I;1;0;0;0;0;1
35. KW 2024;BGL;N;11;0;0;0;25;35
35. KW 2024;KTN;I;1;1;0;0;3;5
35. KW 2024;KTN;N;23;0;0;3;82;105
35. KW 2024;NÖ;I;2;0;0;0;5;7
35. KW 2024;NÖ;N;79;1;0;0;155;223
35. KW 2024;OÖ;I;1;0;0;0;14;14
35. KW 2024;OÖ;N;73;0;1;2;147;213
35. KW 2024;SBG;I;1;0;0;0;6;7
35. KW 2024;SBG;N;30;0;0;2;67;94
35. KW 2024;ST;I;0;0;0;1;16;16
35. KW 2024;ST;N;55;0;0;1;145;198
35. KW 2024;T;I;1;0;0;0;5;5
35. KW 2024;T;N;24;0;0;0;86;110
35. KW 2024;V;I;0;0;0;0;2;2
35. KW 2024;V;N;10;0;0;4;37;51
35. KW 2024;W;I;3;0;0;0;11;14
35. KW 2024;W;N;46;0;0;1;135;177
36. KW 2024;BGL;I;1;0;0;0;0;1
36. KW 2024;BGL;N;9;0;0;0;20;28
36. KW 2024;KTN;I;0;0;0;0;6;6
36. KW 2024;KTN;N;38;0;0;0;91;120
36. KW 2024;NÖ;I;2;0;0;0;4;6
36. KW 2024;NÖ;N;67;0;0;2;160;220
36. KW 2024;OÖ;I;0;0;0;0;6;6
36. KW 2024;OÖ;N;72;0;0;0;150;206
36. KW 2024;SBG;I;2;0;0;0;4;6
36. KW 2024;SBG;N;41;2;0;3;58;96
36. KW 2024;ST;I;3;0;0;0;11;13
36. KW 2024;ST;N;61;0;0;0;148;198
36. KW 2024;T;I;0;0;0;0;3;3
36. KW 2024;T;N;38;0;0;2;91;129
36. KW 2024;V;I;0;0;0;0;1;1
36. KW 2024;V;N;14;0;0;3;37;54
36. KW 2024;W;I;2;0;0;1;12;14
36. KW 2024;W;N;48;0;0;3;154;195
37. KW 2024;BGL;I;0;0;0;0;1;1
37. KW 2024;BGL;N;20;0;0;0;28;47
37. KW 2024;KTN;I;0;0;0;0;4;4
37. KW 2024;KTN;N;34;0;0;0;99;131
37. KW 2024;NÖ;I;0;0;0;0;5;5
37. KW 2024;NÖ;N;79;0;0;3;165;237
37. KW 2024;OÖ;I;4;0;0;0;9;13
37. KW 2024;OÖ;N;76;0;0;1;157;226
37. KW 2024;SBG;I;1;0;0;0;1;2
37. KW 2024;SBG;N;21;0;0;0;53;70
37. KW 2024;ST;I;7;0;0;0;5;12
37. KW 2024;ST;N;61;0;2;0;130;188
37. KW 2024;T;I;2;0;0;0;4;6
37. KW 2024;T;N;27;0;1;0;79;107
37. KW 2024;V;I;2;0;0;0;1;3
37. KW 2024;V;N;11;0;0;1;41;51
37. KW 2024;W;I;0;0;0;1;16;17
37. KW 2024;W;N;59;0;0;4;132;190
38. KW 2024;BGL;I;0;0;0;0;1;1
38. KW 2024;BGL;N;17;0;0;0;45;62
38. KW 2024;KTN;I;1;0;0;0;2;3
38. KW 2024;KTN;N;60;1;0;1;97;146
38. KW 2024;NÖ;I;2;0;0;0;6;8
38. KW 2024;NÖ;N;103;0;0;2;206;298
38. KW 2024;OÖ;I;5;1;0;0;18;22
38. KW 2024;OÖ;N;142;1;0;2;169;295
38. KW 2024;SBG;I;4;0;0;0;3;6
38. KW 2024;SBG;N;44;0;0;1;62;106
38. KW 2024;ST;I;3;0;0;0;11;14
38. KW 2024;ST;N;119;0;0;1;188;301
38. KW 2024;T;I;2;0;0;0;5;6
38. KW 2024;T;N;66;0;1;0;112;175
38. KW 2024;V;I;0;0;0;1;3;4
38. KW 2024;V;N;25;0;0;3;41;68
38. KW 2024;W;I;9;0;0;1;20;28
38. KW 2024;W;N;83;0;0;2;166;244
39. KW 2024;BGL;I;1;0;0;0;0;1
39. KW 2024;BGL;N;33;0;0;0;37;66
39. KW 2024;KTN;I;0;0;0;0;1;1
39. KW 2024;KTN;N;67;1;0;2;80;135
39. KW 2024;NÖ;I;7;0;0;0;9;14
39. KW 2024;NÖ;N;131;0;0;7;180;294
39. KW 2024;OÖ;I;4;0;0;0;8;11
39. KW 2024;OÖ;N;159;0;0;4;176;326
39. KW 2024;SBG;I;2;0;0;0;6;8
39. KW 2024;SBG;N;70;1;0;2;58;123
39. KW 2024;ST;I;5;0;0;0;5;10
39. KW 2024;ST;N;129;0;0;3;201;314
39. KW 2024;T;I;3;0;1;0;4;8
39. KW 2024;T;N;96;0;0;0;109;196
39. KW 2024;V;I;0;0;0;0;3;3
39. KW 2024;V;N;29;0;0;0;44;70
39. KW 2024;W;I;3;0;0;0;11;14
39. KW 2024;W;N;96;1;0;2;162;252
40. KW 2024;BGL;I;1;0;0;0;3;4
40. KW 2024;BGL;N;46;0;0;0;53;92
40. KW 2024;KTN;I;1;0;0;0;3;3
40. KW 2024;KTN;N;82;1;0;3;94;169
40. KW 2024;NÖ;I;3;0;0;0;7;10
40. KW 2024;NÖ;N;158;1;0;3;206;337
40. KW 2024;OÖ;I;5;0;0;1;4;10
40. KW 2024;OÖ;N;168;1;0;3;192;345
40. KW 2024;SBG;I;6;0;0;0;6;12
40. KW 2024;SBG;N;58;0;0;0;73;126
40. KW 2024;ST;I;6;0;0;0;11;16
40. KW 2024;ST;N;142;0;0;2;160;290
40. KW 2024;T;I;2;1;0;0;6;8
40. KW 2024;T;N;91;0;0;2;124;210
40. KW 2024;V;I;0;0;0;0;0;0
40. KW 2024;V;N;25;0;0;4;45;70
40. KW 2024;W;I;6;0;0;1;14;20
40. KW 2024;W;N;117;0;0;5;195;309
41. KW 2024;BGL;I;2;0;0;0;1;3
41. KW 2024;BGL;N;52;0;0;0;36;82
41. KW 2024;KTN;I;2;0;0;0;4;6
41. KW 2024;KTN;N;83;0;0;3;94;168
41. KW 2024;NÖ;I;9;0;0;0;7;13
41. KW 2024;NÖ;N;191;0;0;6;215;380
41. KW 2024;OÖ;I;10;0;0;1;13;24
41. KW 2024;OÖ;N;169;2;0;6;179;336
41. KW 2024;SBG;I;3;0;0;1;1;5
41. KW 2024;SBG;N;61;2;0;0;64;119
41. KW 2024;ST;I;7;0;0;0;9;16
41. KW 2024;ST;N;162;0;0;1;177;320
41. KW 2024;T;I;2;0;0;0;3;5
41. KW 2024;T;N;90;2;0;2;106;185
41. KW 2024;V;I;0;0;0;0;1;1
41. KW 2024;V;N;31;1;0;5;45;78
41. KW 2024;W;I;3;0;0;0;6;9
41. KW 2024;W;N;106;1;0;6;180;278
42. KW 2024;BGL;I;1;0;0;0;0;1
42. KW 2024;BGL;N;40;0;0;0;42;74
42. KW 2024;KTN;I;0;0;0;0;4;4
42. KW 2024;KTN;N;57;0;0;2;96;141
42. KW 2024;NÖ;I;3;0;0;0;8;11
42. KW 2024;NÖ;N;159;1;0;1;213;344
42. KW 2024;OÖ;I;6;0;0;0;11;17
42. KW 2024;OÖ;N;144;0;0;3;171;301
42. KW 2024;SBG;I;2;0;0;0;5;6
42. KW 2024;SBG;N;61;1;0;1;56;113
42. KW 2024;ST;I;9;0;0;0;7;15
42. KW 2024;ST;N;129;0;1;0;160;279
42. KW 2024;T;I;1;0;0;0;4;5
42. KW 2024;T;N;80;1;0;3;128;200
42. KW 2024;V;I;1;0;0;1;3;5
42. KW 2024;V;N;30;0;0;2;38;69
42. KW 2024;W;I;6;0;0;2;15;22
42. KW 2024;W;N;93;3;2;5;178;271
43. KW 2024;BGL;I;1;0;0;0;0;1
43. KW 2024;BGL;N;34;0;0;0;25;54
43. KW 2024;KTN;I;0;0;0;0;2;2
43. KW 2024;KTN;N;64;0;1;4;108;163
43. KW 2024;NÖ;I;3;0;0;0;8;11
43. KW 2024;NÖ;N;145;2;0;2;162;293
43. KW 2024;OÖ;I;4;0;0;1;11;15
43. KW 2024;OÖ;N;116;3;0;3;179;288
43. KW 2024;SBG;I;4;0;0;0;3;6
43. KW 2024;SBG;N;45;1;0;2;59;100
43. KW 2024;ST;I;2;0;0;0;16;17
43. KW 2024;ST;N;121;0;2;3;196;307
43. KW 2024;T;I;1;0;0;0;4;4
43. KW 2024;T;N;57;2;1;3;90;149
43. KW 2024;V;I;2;0;0;0;2;4
43. KW 2024;V;N;29;2;0;3;42;72
43. KW 2024;W;I;7;0;0;1;14;22
43. KW 2024;W;N;85;3;0;1;170;250
44. KW 2024;BGL;I;1;0;0;0;3;4
44. KW 2024;BGL;N;31;0;0;2;33;59
44. KW 2024;KTN;I;1;0;0;0;3;4
44. KW 2024;KTN;N;27;0;0;2;81;102
44. KW 2024;NÖ;I;7;0;0;0;9;16
44. KW 2024;NÖ;N;85;0;0;1;182;256
44. KW 2024;OÖ;I;4;0;0;1;11;14
44. KW 2024;OÖ;N;73;2;1;3;164;234
44. KW 2024;SBG;I;2;0;0;0;6;8
44. KW 2024;SBG;N;34;0;0;1;59;90
44. KW 2024;ST;I;2;0;0;1;8;11
44. KW 2024;ST;N;77;1;0;1;182;250
44. KW 2024;T;I;2;0;0;0;6;8
44. KW 2024;T;N;38;0;0;3;111;146
44. KW 2024;V;I;0;0;0;1;1;2
44. KW 2024;V;N;11;1;0;0;37;48
44. KW 2024;W;I;3;0;0;3;10;15
44. KW 2024;W;N;80;5;0;3;166;244
45. KW 2024;BGL;I;0;0;0;1;0;1
45. KW 2024;BGL;N;26;0;0;1;32;55
45. KW 2024;KTN;I;1;0;0;0;4;5
45. KW 2024;KTN;N;27;1;0;1;97;118
45. KW 2024;NÖ;I;5;0;0;0;10;12
45. KW 2024;NÖ;N;80;0;0;2;185;255
45. KW 2024;OÖ;I;1;0;0;0;7;8
45. KW 2024;OÖ;N;67;3;0;0;151;211
45. KW 2024;SBG;I;1;0;0;0;5;6
45. KW 2024;SBG;N;26;0;0;1;71;94
45. KW 2024;ST;I;5;0;0;0;15;18
45. KW 2024;ST;N;56;0;0;2;190;233
45. KW 2024;T;I;0;0;0;0;7;7
45. KW 2024;T;N;39;1;0;2;113;147
45. KW 2024;V;I;1;1;0;1;2;4
45. KW 2024;V;N;13;0;0;2;35;50
45. KW 2024;W;I;2;0;0;0;15;17
45. KW 2024;W;N;57;2;1;2;170;223
46. KW 2024;BGL;I;1;0;0;0;3;4
46. KW 2024;BGL;N;16;0;1;0;44;56
46. KW 2024;KTN;I;0;0;0;0;1;1
46. KW 2024;KTN;N;30;0;0;2;90;118
46. KW 2024;NÖ;I;1;0;0;0;8;9
46. KW 2024;NÖ;N;68;0;0;4;185;242
46. KW 2024;OÖ;I;1;0;0;0;13;14
46. KW 2024;OÖ;N;63;0;2;3;198;263
46. KW 2024;SBG;I;1;0;0;0;8;8
46. KW 2024;SBG;N;20;2;0;1;50;68
46. KW 2024;ST;I;4;0;0;1;16;20
46. KW 2024;ST;N;51;1;1;3;159;210
46. KW 2024;T;I;0;0;0;0;3;3
46. KW 2024;T;N;27;0;1;1;90;117
46. KW 2024;V;I;0;0;0;0;1;1
46. KW 2024;V;N;13;1;0;3;42;56
46. KW 2024;W;I;5;0;0;0;11;16
46. KW 2024;W;N;51;2;2;2;159;210
47. KW 2024;BGL;I;0;0;0;0;1;1
47. KW 2024;BGL;N;19;0;0;4;40;60
47. KW 2024;KTN;I;1;1;0;0;3;5
47. KW 2024;KTN;N;30;2;0;0;77;103
47. KW 2024;NÖ;I;1;0;0;0;7;7
47. KW 2024;NÖ;N;64;5;0;1;199;249
47. KW 2024;OÖ;I;2;0;0;1;9;12
47. KW 2024;OÖ;N;63;3;0;4;184;249
47. KW 2024;SBG;I;0;0;0;0;6;6
47. KW 2024;SBG;N;25;0;0;3;66;92
47. KW 2024;ST;I;1;0;0;0;9;9
47. KW 2024;ST;N;41;1;2;2;152;192
47. KW 2024;T;I;1;0;0;0;3;4
47. KW 2024;T;N;21;0;1;3;132;153
47. KW 2024;V;I;0;0;0;0;3;3
47. KW 2024;V;N;16;0;0;3;60;77
47. KW 2024;W;I;0;0;0;0;15;15
47. KW 2024;W;N;50;2;0;4;164;214
48. KW 2024;BGL;I;1;0;0;0;3;4
48. KW 2024;BGL;N;21;3;0;0;36;50
48. KW 2024;KTN;I;0;0;0;0;6;6
48. KW 2024;KTN;N;34;2;0;0;78;107
48. KW 2024;NÖ;I;2;0;0;0;7;9
48. KW 2024;NÖ;N;60;2;3;3;171;230
48. KW 2024;OÖ;I;3;0;0;0;9;12
48. KW 2024;OÖ;N;62;4;1;5;181;239
48. KW 2024;SBG;I;0;0;0;0;5;5
48. KW 2024;SBG;N;23;0;0;1;69;91
48. KW 2024;ST;I;1;0;0;0;11;12
48. KW 2024;ST;N;53;1;1;3;174;223
48. KW 2024;T;I;0;0;0;0;5;5
48. KW 2024;T;N;20;1;3;2;113;138
48. KW 2024;V;I;2;0;0;0;4;5
48. KW 2024;V;N;12;1;0;3;37;52
48. KW 2024;W;I;4;1;0;0;9;14
48. KW 2024;W;N;48;8;3;2;169;223
49. KW 2024;BGL;I;2;0;0;0;3;4
49. KW 2024;BGL;N;20;0;0;0;39;56
49. KW 2024;KTN;I;1;0;0;0;9;10
49. KW 2024;KTN;N;19;4;0;0;98;116
49. KW 2024;NÖ;I;3;0;0;0;5;8
49. KW 2024;NÖ;N;51;3;1;3;198;248
49. KW 2024;OÖ;I;3;0;0;0;8;11
49. KW 2024;OÖ;N;66;3;2;4;176;238
49. KW 2024;SBG;I;1;0;0;0;7;7
49. KW 2024;SBG;N;21;1;0;2;70;92
49. KW 2024;ST;I;1;0;0;1;11;12
49. KW 2024;ST;N;51;1;2;5;207;259
49. KW 2024;T;I;2;0;0;1;10;10
49. KW 2024;T;N;21;5;2;5;125;152
49. KW 2024;V;I;0;0;0;0;2;2
49. KW 2024;V;N;17;3;0;1;61;80
49. KW 2024;W;I;2;0;1;3;19;24
49. KW 2024;W;N;52;19;8;5;197;270
50. KW 2024;BGL;I;0;0;0;0;2;2
50. KW 2024;BGL;N;24;2;0;0;37;60
50. KW 2024;KTN;I;0;0;0;0;3;3
50. KW 2024;KTN;N;22;5;1;2;90;119
50. KW 2024;NÖ;I;6;1;0;0;13;17
50. KW 2024;NÖ;N;52;10;2;4;220;272
50. KW 2024;OÖ;I;2;0;0;0;12;14
50. KW 2024;OÖ;N;56;6;6;5;185;247
50. KW 2024;SBG;I;0;0;0;0;3;3
50. KW 2024;SBG;N;20;3;0;0;60;81
50. KW 2024;ST;I;1;1;0;0;15;17
50. KW 2024;ST;N;35;12;4;4;151;200
50. KW 2024;T;I;1;0;1;0;4;5
50. KW 2024;T;N;26;8;4;1;132;161
50. KW 2024;V;I;0;0;0;0;1;1
50. KW 2024;V;N;18;4;0;4;48;71
50. KW 2024;W;I;1;2;1;1;19;24
50. KW 2024;W;N;46;38;6;3;191;274
51. KW 2024;BGL;I;0;1;0;0;4;4
51. KW 2024;BGL;N;19;6;1;2;43;65
51. KW 2024;KTN;I;0;0;0;0;7;7
51. KW 2024;KTN;N;20;11;0;3;106;136
51. KW 2024;NÖ;I;2;2;0;0;9;12
51. KW 2024;NÖ;N;43;11;10;4;208;267
51. KW 2024;OÖ;I;0;1;0;1;11;13
51. KW 2024;OÖ;N;47;10;2;2;190;239
51. KW 2024;SBG;I;1;0;0;0;6;7
51. KW 2024;SBG;N;23;8;1;1;67;96
51. KW 2024;ST;I;2;3;0;0;13;17
51. KW 2024;ST;N;54;19;5;3;217;290
51. KW 2024;T;I;1;0;1;1;12;13
51. KW 2024;T;N;14;17;4;2;117;147
51. KW 2024;V;I;1;1;0;0;1;3
51. KW 2024;V;N;11;6;2;3;61;81
51. KW 2024;W;I;0;4;0;1;15;20
51. KW 2024;W;N;49;41;13;3;236;330
52. KW 2024;BGL;I;0;0;0;0;2;2
52. KW 2024;BGL;N;24;6;1;2;67;93
52. KW 2024;KTN;I;0;0;0;1;4;5
52. KW 2024;KTN;N;20;21;0;3;125;162
52. KW 2024;NÖ;I;4;5;0;1;7;14
52. KW 2024;NÖ;N;40;34;6;5;241;317
52. KW 2024;OÖ;I;0;1;0;0;10;11
52. KW 2024;OÖ;N;38;27;3;4;169;228
52. KW 2024;SBG;I;1;0;0;0;4;5
52. KW 2024;SBG;N;16;7;1;2;69;92
52. KW 2024;ST;I;2;1;0;1;16;20
52. KW 2024;ST;N;32;23;5;4;243;299
52. KW 2024;T;I;3;1;0;0;10;12
52. KW 2024;T;N;18;21;3;5;151;186
52. KW 2024;V;I;0;0;0;0;2;2
52. KW 2024;V;N;18;11;5;6;60;90
52. KW 2024;W;I;4;6;1;0;14;24
52. KW 2024;W;N;44;71;14;2;192;308
1. KW 2025;BGL;I;0;0;0;0;1;1
1. KW 2025;BGL;N;13;5;2;0;70;85
1. KW 2025;KTN;I;1;3;0;2;3;9
1. KW 2025;KTN;N;16;40;1;2;120;168
1. KW 2025;NÖ;I;2;2;0;0;9;13
1. KW 2025;NÖ;N;44;54;7;5;232;327
1. KW 2025;OÖ;I;2;3;0;1;16;21
1. KW 2025;OÖ;N;35;33;9;7;225;295
1. KW 2025;SBG;I;0;0;0;0;5;5
1. KW 2025;SBG;N;8;10;7;0;99;119
1. KW 2025;ST;I;1;1;1;1;16;19
1. KW 2025;ST;N;35;33;2;2;275;338
1. KW 2025;T;I;0;0;2;0;8;10
1. KW 2025;T;N;13;28;10;4;140;189
1. KW 2025;V;I;2;0;0;0;5;7
1. KW 2025;V;N;9;12;8;1;51;78
1. KW 2025;W;I;5;7;1;2;13;25
1. KW 2025;W;N;34;96;23;6;199;341
2. KW 2025;BGL;I;1;0;0;0;4;4
2. KW 2025;BGL;N;13;5;0;0;58;72
2. KW 2025;KTN;I;0;2;0;1;10;12
2. KW 2025;KTN;N;10;40;2;3;97;138
2. KW 2025;NÖ;I;0;1;1;0;6;7
2. KW 2025;NÖ;N;29;70;1;4;235;318
2. KW 2025;OÖ;I;1;1;0;3;7;12
2. KW 2025;OÖ;N;36;31;4;4;213;273
2. KW 2025;SBG;I;0;0;1;0;8;9
2. KW 2025;SBG;N;13;23;1;1;89;121
2. KW 2025;ST;I;3;2;0;0;23;27
2. KW 2025;ST;N;33;46;8;9;332;410
2. KW 2025;T;I;1;2;0;1;4;7
2. KW 2025;T;N;11;45;7;7;135;196
2. KW 2025;V;I;2;0;0;1;3;6
2. KW 2025;V;N;14;9;10;3;51;85
2. KW 2025;W;I;2;10;0;1;24;35
2. KW 2025;W;N;31;97;21;4;246;381
3. KW 2025;BGL;I;2;1;1;0;3;6
3. KW 2025;BGL;N;6;11;1;0;53;65
3. KW 2025;KTN;I;0;2;0;0;5;7
3. KW 2025;KTN;N;11;38;0;1;116;158
3. KW 2025;NÖ;I;2;2;0;0;7;11
3. KW 2025;NÖ;N;19;76;8;4;229;324
3. KW 2025;OÖ;I;1;5;0;0;10;15
3. KW 2025;OÖ;N;32;68;7;5;205;306
3. KW 2025;SBG;I;1;1;0;0;7;9
3. KW 2025;SBG;N;6;25;4;2;96;127
3. KW 2025;ST;I;2;1;0;1;10;14
3. KW 2025;ST;N;22;42;12;2;269;340
3. KW 2025;T;I;2;5;1;0;9;17
3. KW 2025;T;N;10;44;10;3;151;210
3. KW 2025;V;I;1;1;0;1;4;6
3. KW 2025;V;N;6;15;6;1;49;73
3. KW 2025;W;I;3;6;0;1;23;32
3. KW 2025;W;N;24;121;15;5;203;351
4. KW 2025;BGL;I;0;0;0;0;1;1
4. KW 2025;BGL;N;8;9;1;0;55;69
4. KW 2025;KTN;I;0;2;0;0;2;4
4. KW 2025;KTN;N;10;73;2;2;142;222
4. KW 2025;NÖ;I;0;2;1;0;5;7
4. KW 2025;NÖ;N;33;100;13;1;225;353
4. KW 2025;OÖ;I;0;5;0;0;9;13
4. KW 2025;OÖ;N;28;93;9;2;209;328
4. KW 2025;SBG;I;0;2;0;1;5;8
4. KW 2025;SBG;N;6;26;3;0;89;122
4. KW 2025;ST;I;1;4;0;0;18;22
4. KW 2025;ST;N;16;72;17;4;332;432
4. KW 2025;T;I;0;3;1;0;8;10
4. KW 2025;T;N;10;55;10;2;168;237
4. KW 2025;V;I;1;0;0;0;7;8
4. KW 2025;V;N;3;39;6;9;56;103
4. KW 2025;W;I;2;6;1;1;20;28
4. KW 2025;W;N;17;141;30;1;244;415
5. KW 2025;BGL;I;1;0;0;0;4;5
5. KW 2025;BGL;N;11;11;0;2;67;84
5. KW 2025;KTN;I;0;4;0;0;5;8
5. KW 2025;KTN;N;10;80;3;2;139;224
5. KW 2025;NÖ;I;1;5;0;0;10;16
5. KW 2025;NÖ;N;31;129;19;5;245;412
5. KW 2025;OÖ;I;1;6;0;0;16;23
5. KW 2025;OÖ;N;32;135;12;4;230;400
5. KW 2025;SBG;I;3;1;0;0;7;11
5. KW 2025;SBG;N;3;43;3;2;85;131
5. KW 2025;ST;I;1;1;0;2;14;18
5. KW 2025;ST;N;18;50;16;1;285;360
5. KW 2025;T;I;0;2;3;1;11;16
5. KW 2025;T;N;12;65;16;1;173;254
5. KW 2025;V;I;1;2;0;0;4;6
5. KW 2025;V;N;3;39;9;5;61;113
5. KW 2025;W;I;0;7;2;3;17;25
