KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN;BEV_ZAHL
19. KW 2023;KTN;M;0 - 4;I;0;0;0;1;1;11896
19. KW 2023;KTN;M;0 - 4;N;0;0;0;4;4;11896
19. KW 2023;KTN;M;15 - 29;I;0;0;0;0;0;44088
19. KW 2023;KTN;M;15 - 29;N;0;0;0;0;0;44088
19. KW 2023;KTN;M;30 - 44;I;0;0;0;0;0;53732
19. KW 2023;KTN;M;30 - 44;N;0;0;0;2;2;53732
19. KW 2023;KTN;M;45 - 59;I;0;0;0;0;0;60965
19. KW 2023;KTN;M;45 - 59;N;0;0;0;5;5;60965
19. KW 2023;KTN;M;5 - 14;I;0;0;0;0;0;26502
19. KW 2023;KTN;M;5 - 14;N;0;0;0;0;0;26502
19. KW 2023;KTN;M;60 - 69;I;0;0;0;0;0;41100
19. KW 2023;KTN;M;60 - 69;N;2;0;0;3;5;41100
19. KW 2023;KTN;M;70 - 79;I;0;0;0;1;1;25104
19. KW 2023;KTN;M;70 - 79;N;1;0;0;5;6;25104
19. KW 2023;KTN;M;80+;I;0;0;0;0;0;15181
19. KW 2023;KTN;M;80+;N;2;0;0;23;25;15181
19. KW 2023;KTN;W;0 - 4;I;0;0;0;1;1;11251
19. KW 2023;KTN;W;0 - 4;N;0;0;0;0;0;11251
19. KW 2023;KTN;W;15 - 29;I;0;0;0;0;0;40341
19. KW 2023;KTN;W;15 - 29;N;0;0;0;1;1;40341
19. KW 2023;KTN;W;30 - 44;I;0;0;0;0;0;52840
19. KW 2023;KTN;W;30 - 44;N;0;0;0;1;1;52840
19. KW 2023;KTN;W;45 - 59;I;0;0;0;1;1;62807
19. KW 2023;KTN;W;45 - 59;N;0;0;0;1;1;62807
19. KW 2023;KTN;W;5 - 14;I;0;0;0;0;0;25149
19. KW 2023;KTN;W;5 - 14;N;0;0;0;2;2;25149
19. KW 2023;KTN;W;60 - 69;I;0;0;0;0;0;43860
19. KW 2023;KTN;W;60 - 69;N;0;0;0;2;2;43860
19. KW 2023;KTN;W;70 - 79;I;0;0;0;0;0;30129
19. KW 2023;KTN;W;70 - 79;N;2;0;0;7;9;30129
19. KW 2023;KTN;W;80+;I;0;0;0;1;1;24799
19. KW 2023;KTN;W;80+;N;0;0;0;21;21;24799
19. KW 2023;NÖ;M;0 - 4;I;0;0;0;0;0;39610
19. KW 2023;NÖ;M;0 - 4;N;4;0;0;7;11;39610
19. KW 2023;NÖ;M;15 - 29;I;0;0;0;0;0;134628
19. KW 2023;NÖ;M;15 - 29;N;0;0;0;0;0;134628
19. KW 2023;NÖ;M;30 - 44;I;0;0;0;0;0;165831
19. KW 2023;NÖ;M;30 - 44;N;2;0;0;1;3;165831
19. KW 2023;NÖ;M;45 - 59;I;0;0;0;1;1;190844
19. KW 2023;NÖ;M;45 - 59;N;0;0;0;6;6;190844
19. KW 2023;NÖ;M;5 - 14;I;0;0;0;0;0;88473
19. KW 2023;NÖ;M;5 - 14;N;0;0;0;2;2;88473
19. KW 2023;NÖ;M;60 - 69;I;0;0;0;1;1;115311
19. KW 2023;NÖ;M;60 - 69;N;1;0;0;14;15;115311
19. KW 2023;NÖ;M;70 - 79;I;0;0;0;0;0;68861
19. KW 2023;NÖ;M;70 - 79;N;5;1;0;17;23;68861
19. KW 2023;NÖ;M;80+;I;0;0;0;2;2;44640
19. KW 2023;NÖ;M;80+;N;2;0;0;41;43;44640
19. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;37713
19. KW 2023;NÖ;W;0 - 4;N;1;0;0;6;7;37713
19. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;124365
19. KW 2023;NÖ;W;15 - 29;N;1;0;0;0;1;124365
19. KW 2023;NÖ;W;30 - 44;I;0;0;0;0;0;165372
19. KW 2023;NÖ;W;30 - 44;N;0;0;0;0;0;165372
19. KW 2023;NÖ;W;45 - 59;I;0;0;0;0;0;194577
19. KW 2023;NÖ;W;45 - 59;N;1;0;0;6;7;194577
19. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83682
19. KW 2023;NÖ;W;5 - 14;N;1;0;0;2;3;83682
19. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;120346
19. KW 2023;NÖ;W;60 - 69;N;4;0;0;12;16;120346
19. KW 2023;NÖ;W;70 - 79;I;0;0;0;0;0;81779
19. KW 2023;NÖ;W;70 - 79;N;7;1;0;20;26;81779
19. KW 2023;NÖ;W;80+;I;0;0;0;0;0;67691
19. KW 2023;NÖ;W;80+;N;4;1;0;36;41;67691
19. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;38580
19. KW 2023;OÖ;M;0 - 4;N;0;0;0;7;7;38580
19. KW 2023;OÖ;M;15 - 29;I;0;0;0;0;0;133123
19. KW 2023;OÖ;M;15 - 29;N;0;0;0;2;2;133123
19. KW 2023;OÖ;M;30 - 44;I;0;0;0;0;0;159471
19. KW 2023;OÖ;M;30 - 44;N;0;0;0;3;3;159471
19. KW 2023;OÖ;M;45 - 59;I;0;0;0;2;2;161023
19. KW 2023;OÖ;M;45 - 59;N;1;0;0;5;6;161023
19. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;80560
19. KW 2023;OÖ;M;5 - 14;N;0;0;0;3;3;80560
19. KW 2023;OÖ;M;60 - 69;I;0;0;0;0;0;99033
19. KW 2023;OÖ;M;60 - 69;N;0;0;0;14;14;99033
19. KW 2023;OÖ;M;70 - 79;I;0;0;0;1;1;56426
19. KW 2023;OÖ;M;70 - 79;N;4;0;0;25;28;56426
19. KW 2023;OÖ;M;80+;I;0;0;0;0;0;34222
19. KW 2023;OÖ;M;80+;N;3;0;0;31;34;34222
19. KW 2023;OÖ;W;0 - 4;I;0;0;0;0;0;36431
19. KW 2023;OÖ;W;0 - 4;N;0;0;0;5;5;36431
19. KW 2023;OÖ;W;15 - 29;I;0;0;0;0;0;121300
19. KW 2023;OÖ;W;15 - 29;N;1;0;0;0;1;121300
19. KW 2023;OÖ;W;30 - 44;I;0;0;0;0;0;150188
19. KW 2023;OÖ;W;30 - 44;N;0;0;0;0;0;150188
19. KW 2023;OÖ;W;45 - 59;I;0;0;0;0;0;160021
19. KW 2023;OÖ;W;45 - 59;N;3;0;0;5;7;160021
19. KW 2023;OÖ;W;5 - 14;I;0;0;0;0;0;75932
19. KW 2023;OÖ;W;5 - 14;N;0;0;0;5;5;75932
19. KW 2023;OÖ;W;60 - 69;I;0;0;0;0;0;102629
19. KW 2023;OÖ;W;60 - 69;N;1;0;0;7;8;102629
19. KW 2023;OÖ;W;70 - 79;I;0;0;0;1;1;66672
19. KW 2023;OÖ;W;70 - 79;N;4;0;0;14;17;66672
19. KW 2023;OÖ;W;80+;I;0;0;0;1;1;54738
19. KW 2023;OÖ;W;80+;N;4;0;0;36;38;54738
19. KW 2023;SBG;M;0 - 4;I;0;0;0;0;0;14277
19. KW 2023;SBG;M;0 - 4;N;0;0;0;1;1;14277
19. KW 2023;SBG;M;15 - 29;I;0;0;0;0;0;49284
19. KW 2023;SBG;M;15 - 29;N;0;0;0;0;0;49284
19. KW 2023;SBG;M;30 - 44;I;0;0;0;0;0;59128
19. KW 2023;SBG;M;30 - 44;N;0;0;0;1;1;59128
19. KW 2023;SBG;M;45 - 59;I;0;0;0;0;0;59288
19. KW 2023;SBG;M;45 - 59;N;0;0;0;1;1;59288
19. KW 2023;SBG;M;5 - 14;I;0;0;0;0;0;28337
19. KW 2023;SBG;M;5 - 14;N;0;0;0;0;0;28337
19. KW 2023;SBG;M;60 - 69;I;0;0;0;0;0;34525
19. KW 2023;SBG;M;60 - 69;N;1;0;0;4;5;34525
19. KW 2023;SBG;M;70 - 79;I;0;0;0;2;2;21700
19. KW 2023;SBG;M;70 - 79;N;1;0;0;10;11;21700
19. KW 2023;SBG;M;80+;I;0;0;0;0;0;13305
19. KW 2023;SBG;M;80+;N;3;0;0;11;14;13305
19. KW 2023;SBG;W;0 - 4;I;0;0;0;0;0;13389
19. KW 2023;SBG;W;0 - 4;N;0;0;0;1;1;13389
19. KW 2023;SBG;W;15 - 29;I;0;0;0;0;0;46528
19. KW 2023;SBG;W;15 - 29;N;0;0;0;0;0;46528
19. KW 2023;SBG;W;30 - 44;I;0;0;0;0;0;58079
19. KW 2023;SBG;W;30 - 44;N;0;0;0;0;0;58079
19. KW 2023;SBG;W;45 - 59;I;1;0;0;0;1;61266
19. KW 2023;SBG;W;45 - 59;N;1;0;0;2;3;61266
19. KW 2023;SBG;W;5 - 14;I;0;0;0;0;0;27097
19. KW 2023;SBG;W;5 - 14;N;0;0;0;0;0;27097
19. KW 2023;SBG;W;60 - 69;I;0;0;0;2;2;38008
19. KW 2023;SBG;W;60 - 69;N;0;0;0;0;0;38008
19. KW 2023;SBG;W;70 - 79;I;0;0;0;0;0;26888
19. KW 2023;SBG;W;70 - 79;N;0;0;0;3;3;26888
19. KW 2023;SBG;W;80+;I;0;0;0;0;0;20380
19. KW 2023;SBG;W;80+;N;4;0;0;10;13;20380
19. KW 2023;ST;M;0 - 4;I;0;0;0;0;0;28320
19. KW 2023;ST;M;0 - 4;N;0;1;0;10;11;28320
19. KW 2023;ST;M;15 - 29;I;0;0;0;0;0;105918
19. KW 2023;ST;M;15 - 29;N;1;0;0;3;4;105918
19. KW 2023;ST;M;30 - 44;I;0;0;0;1;1;129810
19. KW 2023;ST;M;30 - 44;N;0;0;0;2;2;129810
19. KW 2023;ST;M;45 - 59;I;0;0;0;0;0;136822
19. KW 2023;ST;M;45 - 59;N;1;0;0;5;6;136822
19. KW 2023;ST;M;5 - 14;I;0;0;0;0;0;59916
19. KW 2023;ST;M;5 - 14;N;0;0;0;2;2;59916
19. KW 2023;ST;M;60 - 69;I;0;0;0;0;0;84571
19. KW 2023;ST;M;60 - 69;N;1;1;0;9;11;84571
19. KW 2023;ST;M;70 - 79;I;0;0;0;3;3;50408
19. KW 2023;ST;M;70 - 79;N;6;0;0;25;31;50408
19. KW 2023;ST;M;80+;I;0;0;0;2;2;32053
19. KW 2023;ST;M;80+;N;7;0;0;26;33;32053
19. KW 2023;ST;W;0 - 4;I;0;0;0;0;0;27116
19. KW 2023;ST;W;0 - 4;N;1;0;0;8;9;27116
19. KW 2023;ST;W;15 - 29;I;0;0;0;0;0;97610
19. KW 2023;ST;W;15 - 29;N;0;0;0;0;0;97610
19. KW 2023;ST;W;30 - 44;I;0;0;0;0;0;123606
19. KW 2023;ST;W;30 - 44;N;0;0;0;1;1;123606
19. KW 2023;ST;W;45 - 59;I;0;0;0;0;0;135454
19. KW 2023;ST;W;45 - 59;N;0;0;0;4;4;135454
19. KW 2023;ST;W;5 - 14;I;0;0;0;0;0;55967
19. KW 2023;ST;W;5 - 14;N;0;0;0;0;0;55967
19. KW 2023;ST;W;60 - 69;I;0;0;0;2;2;88980
19. KW 2023;ST;W;60 - 69;N;1;0;0;7;8;88980
19. KW 2023;ST;W;70 - 79;I;0;0;0;0;0;61136
19. KW 2023;ST;W;70 - 79;N;2;0;0;16;17;61136
19. KW 2023;ST;W;80+;I;0;0;0;3;3;52114
19. KW 2023;ST;W;80+;N;7;0;0;36;43;52114
19. KW 2023;T;M;0 - 4;I;0;0;0;0;0;18862
19. KW 2023;T;M;0 - 4;N;0;0;0;8;8;18862
19. KW 2023;T;M;15 - 29;I;0;0;0;0;0;68441
19. KW 2023;T;M;15 - 29;N;0;0;0;0;0;68441
19. KW 2023;T;M;30 - 44;I;0;0;0;1;1;81200
19. KW 2023;T;M;30 - 44;N;0;0;0;1;1;81200
19. KW 2023;T;M;45 - 59;I;0;0;0;0;0;82253
19. KW 2023;T;M;45 - 59;N;1;0;0;3;4;82253
19. KW 2023;T;M;5 - 14;I;0;0;0;3;3;38619
19. KW 2023;T;M;5 - 14;N;0;0;0;1;1;38619
19. KW 2023;T;M;60 - 69;I;0;0;0;1;1;47228
19. KW 2023;T;M;60 - 69;N;0;0;0;12;12;47228
19. KW 2023;T;M;70 - 79;I;0;0;0;1;1;28439
19. KW 2023;T;M;70 - 79;N;3;1;0;19;23;28439
19. KW 2023;T;M;80+;I;0;0;0;2;2;18095
19. KW 2023;T;M;80+;N;3;0;0;14;17;18095
19. KW 2023;T;W;0 - 4;I;0;0;0;0;0;18059
19. KW 2023;T;W;0 - 4;N;1;0;0;4;5;18059
19. KW 2023;T;W;15 - 29;I;0;0;0;0;0;63618
19. KW 2023;T;W;15 - 29;N;0;0;0;1;1;63618
19. KW 2023;T;W;30 - 44;I;0;0;0;0;0;79720
19. KW 2023;T;W;30 - 44;N;0;0;0;0;0;79720
19. KW 2023;T;W;45 - 59;I;0;0;0;0;0;83993
19. KW 2023;T;W;45 - 59;N;1;0;0;2;3;83993
19. KW 2023;T;W;5 - 14;I;0;0;0;0;0;36455
19. KW 2023;T;W;5 - 14;N;0;0;0;0;0;36455
19. KW 2023;T;W;60 - 69;I;0;0;0;0;0;49749
19. KW 2023;T;W;60 - 69;N;0;0;0;8;8;49749
19. KW 2023;T;W;70 - 79;I;0;0;0;1;1;34146
19. KW 2023;T;W;70 - 79;N;1;0;0;6;7;34146
19. KW 2023;T;W;80+;I;0;0;0;0;0;27093
19. KW 2023;T;W;80+;N;2;0;0;23;25;27093
19. KW 2023;V;M;0 - 4;I;0;0;0;0;0;11015
19. KW 2023;V;M;0 - 4;N;1;0;0;4;5;11015
19. KW 2023;V;M;15 - 29;I;0;0;0;0;0;36807
19. KW 2023;V;M;15 - 29;N;0;0;0;1;1;36807
19. KW 2023;V;M;30 - 44;I;0;0;0;0;0;42631
19. KW 2023;V;M;30 - 44;N;0;0;0;2;2;42631
19. KW 2023;V;M;45 - 59;I;0;0;0;0;0;43730
19. KW 2023;V;M;45 - 59;N;1;0;0;3;3;43730
19. KW 2023;V;M;5 - 14;I;0;0;0;0;0;22388
19. KW 2023;V;M;5 - 14;N;0;0;0;2;2;22388
19. KW 2023;V;M;60 - 69;I;0;0;0;0;0;24085
19. KW 2023;V;M;60 - 69;N;0;0;0;4;4;24085
19. KW 2023;V;M;70 - 79;I;0;0;0;1;1;14509
19. KW 2023;V;M;70 - 79;N;1;0;0;4;5;14509
19. KW 2023;V;M;80+;I;0;0;0;1;1;8971
19. KW 2023;V;M;80+;N;1;0;0;6;7;8971
19. KW 2023;V;W;0 - 4;I;0;0;0;0;0;10198
19. KW 2023;V;W;0 - 4;N;0;0;0;0;0;10198
19. KW 2023;V;W;15 - 29;I;0;0;0;0;0;33295
19. KW 2023;V;W;15 - 29;N;0;0;0;0;0;33295
19. KW 2023;V;W;30 - 44;I;0;0;0;0;0;41672
19. KW 2023;V;W;30 - 44;N;0;0;0;0;0;41672
19. KW 2023;V;W;45 - 59;I;0;0;0;0;0;43635
19. KW 2023;V;W;45 - 59;N;0;0;0;2;2;43635
19. KW 2023;V;W;5 - 14;I;0;0;0;0;0;21134
19. KW 2023;V;W;5 - 14;N;0;0;0;0;0;21134
19. KW 2023;V;W;60 - 69;I;0;0;0;0;0;25172
19. KW 2023;V;W;60 - 69;N;0;0;0;2;2;25172
19. KW 2023;V;W;70 - 79;I;0;0;0;1;1;17098
19. KW 2023;V;W;70 - 79;N;1;0;0;5;6;17098
19. KW 2023;V;W;80+;I;0;0;0;1;1;13633
19. KW 2023;V;W;80+;N;4;0;0;9;11;13633
19. KW 2023;W;M;0 - 4;I;0;0;0;1;1;49120
19. KW 2023;W;M;0 - 4;N;0;0;0;14;14;49120
19. KW 2023;W;M;15 - 29;I;0;0;0;0;0;201885
19. KW 2023;W;M;15 - 29;N;0;0;0;1;1;201885
19. KW 2023;W;M;30 - 44;I;0;0;0;0;0;239269
19. KW 2023;W;M;30 - 44;N;1;0;0;3;4;239269
19. KW 2023;W;M;45 - 59;I;0;0;0;1;1;196174
19. KW 2023;W;M;45 - 59;N;2;0;0;9;11;196174
19. KW 2023;W;M;5 - 14;I;0;0;0;0;0;100202
19. KW 2023;W;M;5 - 14;N;0;0;0;3;3;100202
19. KW 2023;W;M;60 - 69;I;0;0;0;2;2;100526
19. KW 2023;W;M;60 - 69;N;3;0;0;8;11;100526
19. KW 2023;W;M;70 - 79;I;0;0;0;0;0;59506
19. KW 2023;W;M;70 - 79;N;7;0;0;21;26;59506
19. KW 2023;W;M;80+;I;0;0;0;1;1;36229
19. KW 2023;W;M;80+;N;9;0;0;21;30;36229
19. KW 2023;W;W;0 - 4;I;0;0;0;0;0;46289
19. KW 2023;W;W;0 - 4;N;2;0;0;4;6;46289
19. KW 2023;W;W;15 - 29;I;0;0;0;0;0;196411
19. KW 2023;W;W;15 - 29;N;0;0;0;2;2;196411
19. KW 2023;W;W;30 - 44;I;0;0;0;0;0;231202
19. KW 2023;W;W;30 - 44;N;0;0;0;2;2;231202
19. KW 2023;W;W;45 - 59;I;0;0;0;0;0;203324
19. KW 2023;W;W;45 - 59;N;0;0;0;4;4;203324
19. KW 2023;W;W;5 - 14;I;0;0;0;0;0;93681
19. KW 2023;W;W;5 - 14;N;0;0;0;3;3;93681
19. KW 2023;W;W;60 - 69;I;0;0;0;0;0;110782
19. KW 2023;W;W;60 - 69;N;4;0;0;10;14;110782
19. KW 2023;W;W;70 - 79;I;2;0;0;1;3;79875
19. KW 2023;W;W;70 - 79;N;6;0;0;12;18;79875
19. KW 2023;W;W;80+;I;1;0;0;0;1;61285
19. KW 2023;W;W;80+;N;7;0;0;27;34;61285
20. KW 2023;BGL;M;0 - 4;I;0;0;0;0;0;6041
20. KW 2023;BGL;M;0 - 4;N;0;0;0;3;3;6041
20. KW 2023;BGL;M;15 - 29;I;0;0;0;0;0;21205
20. KW 2023;BGL;M;15 - 29;N;0;0;0;0;0;21205
20. KW 2023;BGL;M;30 - 44;I;0;0;0;0;0;27093
20. KW 2023;BGL;M;30 - 44;N;0;0;0;2;2;27093
20. KW 2023;BGL;M;45 - 59;I;0;0;0;0;0;33970
20. KW 2023;BGL;M;45 - 59;N;0;0;0;2;2;33970
20. KW 2023;BGL;M;5 - 14;I;0;0;0;0;0;14285
20. KW 2023;BGL;M;5 - 14;N;0;0;0;0;0;14285
20. KW 2023;BGL;M;60 - 69;I;0;0;0;1;1;23073
20. KW 2023;BGL;M;60 - 69;N;1;0;0;5;5;23073
20. KW 2023;BGL;M;70 - 79;I;0;0;0;1;1;14299
20. KW 2023;BGL;M;70 - 79;N;1;0;0;8;8;14299
20. KW 2023;BGL;M;80+;I;0;0;0;0;0;7816
20. KW 2023;BGL;M;80+;N;1;0;0;12;13;7816
20. KW 2023;BGL;W;0 - 4;I;0;0;0;0;0;5757
20. KW 2023;BGL;W;0 - 4;N;0;0;0;0;0;5757
20. KW 2023;BGL;W;15 - 29;I;0;0;0;0;0;19664
20. KW 2023;BGL;W;15 - 29;N;0;0;0;0;0;19664
20. KW 2023;BGL;W;30 - 44;I;0;0;0;0;0;27851
20. KW 2023;BGL;W;30 - 44;N;0;0;0;0;0;27851
20. KW 2023;BGL;W;45 - 59;I;0;0;0;0;0;34998
20. KW 2023;BGL;W;45 - 59;N;3;0;0;2;5;34998
20. KW 2023;BGL;W;5 - 14;I;0;0;0;0;0;13518
20. KW 2023;BGL;W;5 - 14;N;0;0;0;0;0;13518
20. KW 2023;BGL;W;60 - 69;I;0;0;0;0;0;23990
20. KW 2023;BGL;W;60 - 69;N;0;0;0;3;3;23990
20. KW 2023;BGL;W;70 - 79;I;0;0;0;0;0;16066
20. KW 2023;BGL;W;70 - 79;N;0;0;0;3;3;16066
20. KW 2023;BGL;W;80+;I;0;0;0;0;0;12325
20. KW 2023;BGL;W;80+;N;2;0;0;7;8;12325
20. KW 2023;KTN;M;0 - 4;I;0;0;0;0;0;11896
20. KW 2023;KTN;M;0 - 4;N;0;0;0;2;2;11896
20. KW 2023;KTN;M;15 - 29;I;0;0;0;0;0;44088
20. KW 2023;KTN;M;15 - 29;N;0;0;0;0;0;44088
20. KW 2023;KTN;M;30 - 44;I;0;0;0;0;0;53732
20. KW 2023;KTN;M;30 - 44;N;0;0;0;0;0;53732
20. KW 2023;KTN;M;45 - 59;I;0;0;0;0;0;60965
20. KW 2023;KTN;M;45 - 59;N;1;0;0;1;2;60965
20. KW 2023;KTN;M;5 - 14;I;0;0;0;0;0;26502
20. KW 2023;KTN;M;5 - 14;N;0;0;0;0;0;26502
20. KW 2023;KTN;M;60 - 69;I;0;0;0;1;1;41100
20. KW 2023;KTN;M;60 - 69;N;1;0;0;4;5;41100
20. KW 2023;KTN;M;70 - 79;I;0;0;0;0;0;25104
20. KW 2023;KTN;M;70 - 79;N;1;0;0;10;11;25104
20. KW 2023;KTN;M;80+;I;0;0;0;0;0;15181
20. KW 2023;KTN;M;80+;N;3;0;0;22;24;15181
20. KW 2023;KTN;W;0 - 4;I;0;0;0;0;0;11251
20. KW 2023;KTN;W;0 - 4;N;0;0;0;2;2;11251
20. KW 2023;KTN;W;15 - 29;I;0;0;0;0;0;40341
20. KW 2023;KTN;W;15 - 29;N;1;0;0;1;2;40341
20. KW 2023;KTN;W;30 - 44;I;0;0;0;0;0;52840
20. KW 2023;KTN;W;30 - 44;N;0;0;0;2;2;52840
20. KW 2023;KTN;W;45 - 59;I;0;0;0;0;0;62807
20. KW 2023;KTN;W;45 - 59;N;1;0;0;1;2;62807
20. KW 2023;KTN;W;5 - 14;I;0;0;0;0;0;25149
20. KW 2023;KTN;W;5 - 14;N;0;0;0;1;1;25149
20. KW 2023;KTN;W;60 - 69;I;0;0;0;0;0;43860
20. KW 2023;KTN;W;60 - 69;N;0;0;0;6;6;43860
20. KW 2023;KTN;W;70 - 79;I;0;0;0;0;0;30129
20. KW 2023;KTN;W;70 - 79;N;2;0;0;4;5;30129
20. KW 2023;KTN;W;80+;I;0;0;0;0;0;24799
20. KW 2023;KTN;W;80+;N;2;0;0;13;15;24799
20. KW 2023;NÖ;M;0 - 4;I;0;0;0;1;1;39610
20. KW 2023;NÖ;M;0 - 4;N;1;0;1;5;7;39610
20. KW 2023;NÖ;M;15 - 29;I;0;0;0;0;0;134628
20. KW 2023;NÖ;M;15 - 29;N;0;0;0;0;0;134628
20. KW 2023;NÖ;M;30 - 44;I;0;0;0;0;0;165831
20. KW 2023;NÖ;M;30 - 44;N;0;0;0;4;4;165831
20. KW 2023;NÖ;M;45 - 59;I;0;0;0;0;0;190844
20. KW 2023;NÖ;M;45 - 59;N;0;0;0;11;11;190844
20. KW 2023;NÖ;M;5 - 14;I;0;0;0;0;0;88473
20. KW 2023;NÖ;M;5 - 14;N;0;0;0;7;7;88473
20. KW 2023;NÖ;M;60 - 69;I;0;0;0;1;1;115311
20. KW 2023;NÖ;M;60 - 69;N;1;0;0;9;9;115311
20. KW 2023;NÖ;M;70 - 79;I;0;0;0;3;3;68861
20. KW 2023;NÖ;M;70 - 79;N;5;0;0;19;24;68861
20. KW 2023;NÖ;M;80+;I;0;0;0;1;1;44640
20. KW 2023;NÖ;M;80+;N;7;1;0;41;45;44640
20. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;37713
20. KW 2023;NÖ;W;0 - 4;N;0;0;0;8;8;37713
20. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;124365
20. KW 2023;NÖ;W;15 - 29;N;0;0;0;1;1;124365
20. KW 2023;NÖ;W;30 - 44;I;0;0;0;1;1;165372
20. KW 2023;NÖ;W;30 - 44;N;1;0;0;0;1;165372
20. KW 2023;NÖ;W;45 - 59;I;0;0;0;0;0;194577
20. KW 2023;NÖ;W;45 - 59;N;0;1;0;4;5;194577
20. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83682
20. KW 2023;NÖ;W;5 - 14;N;0;0;0;1;1;83682
20. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;120346
20. KW 2023;NÖ;W;60 - 69;N;0;0;0;10;10;120346
20. KW 2023;NÖ;W;70 - 79;I;0;0;0;1;1;81779
20. KW 2023;NÖ;W;70 - 79;N;3;0;1;13;17;81779
20. KW 2023;NÖ;W;80+;I;0;0;0;0;0;67691
20. KW 2023;NÖ;W;80+;N;6;0;0;35;39;67691
20. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;38580
20. KW 2023;OÖ;M;0 - 4;N;1;0;0;10;11;38580
20. KW 2023;OÖ;M;15 - 29;I;0;0;0;0;0;133123
20. KW 2023;OÖ;M;15 - 29;N;0;0;0;0;0;133123
20. KW 2023;OÖ;M;30 - 44;I;0;0;0;0;0;159471
20. KW 2023;OÖ;M;30 - 44;N;0;0;0;0;0;159471
20. KW 2023;OÖ;M;45 - 59;I;0;0;0;4;4;161023
20. KW 2023;OÖ;M;45 - 59;N;0;0;1;13;14;161023
20. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;80560
20. KW 2023;OÖ;M;5 - 14;N;0;0;0;0;0;80560
20. KW 2023;OÖ;M;60 - 69;I;0;0;0;1;1;99033
20. KW 2023;OÖ;M;60 - 69;N;1;0;0;14;15;99033
20. KW 2023;OÖ;M;70 - 79;I;1;0;0;0;1;56426
20. KW 2023;OÖ;M;70 - 79;N;4;0;0;27;31;56426
20. KW 2023;OÖ;M;80+;I;0;0;0;2;2;34222
20. KW 2023;OÖ;M;80+;N;4;0;0;25;29;34222
20. KW 2023;OÖ;W;0 - 4;I;0;0;0;0;0;36431
20. KW 2023;OÖ;W;0 - 4;N;0;0;0;5;5;36431
