KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN;BEV_ZAHL
19. KW 2023;V;2;30 - 44;I;0;0;0;0;0;41244
19. KW 2023;V;2;30 - 44;N;0;0;0;0;0;41244
19. KW 2023;V;2;45 - 59;I;0;0;0;0;0;44009
19. KW 2023;V;2;45 - 59;N;0;0;0;0;0;44009
19. KW 2023;V;2;5 - 14;I;0;0;0;0;0;20807
19. KW 2023;V;2;5 - 14;N;0;0;0;0;0;20807
19. KW 2023;V;2;60 - 69;I;0;0;0;0;0;24272
19. KW 2023;V;2;60 - 69;N;0;0;0;0;0;24272
19. KW 2023;V;2;70 - 79;I;0;0;0;0;0;16760
19. KW 2023;V;2;70 - 79;N;0;0;0;0;0;16760
19. KW 2023;V;2;80+;I;0;0;0;0;0;13352
19. KW 2023;V;2;80+;N;0;0;0;0;0;13352
19. KW 2023;W;1;0 - 4;I;0;0;0;0;0;49761
19. KW 2023;W;1;0 - 4;N;0;0;0;0;0;49761
19. KW 2023;W;1;15 - 29;I;0;0;0;0;0;197815
19. KW 2023;W;1;15 - 29;N;0;0;0;0;0;197815
19. KW 2023;W;1;30 - 44;I;0;0;0;0;0;234008
19. KW 2023;W;1;30 - 44;N;0;0;0;0;0;234008
19. KW 2023;W;1;45 - 59;I;0;0;0;0;0;197095
19. KW 2023;W;1;45 - 59;N;0;0;0;0;0;197095
19. KW 2023;W;1;5 - 14;I;0;0;0;0;0;98711
19. KW 2023;W;1;5 - 14;N;0;0;0;0;0;98711
19. KW 2023;W;1;60 - 69;I;0;0;0;0;0;96445
19. KW 2023;W;1;60 - 69;N;0;0;0;0;0;96445
19. KW 2023;W;1;70 - 79;I;0;0;0;0;0;60465
19. KW 2023;W;1;70 - 79;N;0;0;0;0;0;60465
19. KW 2023;W;1;80+;I;0;0;0;0;0;34825
19. KW 2023;W;1;80+;N;0;0;0;0;0;34825
19. KW 2023;W;2;0 - 4;I;0;0;0;0;0;46967
19. KW 2023;W;2;0 - 4;N;0;0;0;0;0;46967
19. KW 2023;W;2;15 - 29;I;0;0;0;0;0;194282
19. KW 2023;W;2;15 - 29;N;0;0;0;0;0;194282
19. KW 2023;W;2;30 - 44;I;0;0;0;0;0;228259
19. KW 2023;W;2;30 - 44;N;0;0;0;0;0;228259
19. KW 2023;W;2;45 - 59;I;0;0;0;0;0;203725
19. KW 2023;W;2;45 - 59;N;0;0;0;0;0;203725
19. KW 2023;W;2;5 - 14;I;0;0;0;0;0;92193
19. KW 2023;W;2;5 - 14;N;0;0;0;0;0;92193
19. KW 2023;W;2;60 - 69;I;0;0;0;0;0;107201
19. KW 2023;W;2;60 - 69;N;0;0;0;0;0;107201
19. KW 2023;W;2;70 - 79;I;0;0;0;0;0;81196
19. KW 2023;W;2;70 - 79;N;0;0;0;0;0;81196
19. KW 2023;W;2;80+;I;0;0;0;0;0;59149
19. KW 2023;W;2;80+;N;0;0;0;0;0;59149
20. KW 2023;BGL;1;0 - 4;I;0;0;0;0;0;6203
20. KW 2023;BGL;1;0 - 4;N;0;0;0;0;0;6203
20. KW 2023;BGL;1;15 - 29;I;0;0;0;0;0;21547
20. KW 2023;BGL;1;15 - 29;N;0;0;0;0;0;21547
20. KW 2023;BGL;1;30 - 44;I;0;0;0;0;0;27102
20. KW 2023;BGL;1;30 - 44;N;0;0;0;0;0;27102
20. KW 2023;BGL;1;45 - 59;I;0;0;0;0;0;34423
20. KW 2023;BGL;1;45 - 59;N;0;0;0;0;0;34423
20. KW 2023;BGL;1;5 - 14;I;0;0;0;0;0;14239
20. KW 2023;BGL;1;5 - 14;N;0;0;0;0;0;14239
20. KW 2023;BGL;1;60 - 69;I;0;0;0;0;0;22455
20. KW 2023;BGL;1;60 - 69;N;0;0;0;0;0;22455
20. KW 2023;BGL;1;70 - 79;I;0;0;0;0;0;13780
20. KW 2023;BGL;1;70 - 79;N;0;0;0;0;0;13780
20. KW 2023;BGL;1;80+;I;0;0;0;0;0;7764
20. KW 2023;BGL;1;80+;N;0;0;0;0;0;7764
20. KW 2023;BGL;2;0 - 4;I;0;0;0;0;0;5948
20. KW 2023;BGL;2;0 - 4;N;0;0;0;0;0;5948
20. KW 2023;BGL;2;15 - 29;I;0;0;0;0;0;19925
20. KW 2023;BGL;2;15 - 29;N;0;0;0;0;0;19925
20. KW 2023;BGL;2;30 - 44;I;0;0;0;0;0;27926
20. KW 2023;BGL;2;30 - 44;N;0;0;0;0;0;27926
20. KW 2023;BGL;2;45 - 59;I;0;0;0;0;0;35354
20. KW 2023;BGL;2;45 - 59;N;0;0;0;0;0;35354
20. KW 2023;BGL;2;5 - 14;I;0;0;0;0;0;13488
20. KW 2023;BGL;2;5 - 14;N;0;0;0;0;0;13488
20. KW 2023;BGL;2;60 - 69;I;0;0;0;0;0;23241
20. KW 2023;BGL;2;60 - 69;N;0;0;0;0;0;23241
20. KW 2023;BGL;2;70 - 79;I;0;0;0;0;0;15494
20. KW 2023;BGL;2;70 - 79;N;0;0;0;0;0;15494
20. KW 2023;BGL;2;80+;I;0;0;0;0;0;12361
20. KW 2023;BGL;2;80+;N;0;0;0;0;0;12361
20. KW 2023;KTN;1;0 - 4;I;0;0;0;0;0;12094
20. KW 2023;KTN;1;0 - 4;N;0;0;0;0;0;12094
20. KW 2023;KTN;1;15 - 29;I;0;0;0;0;0;44779
20. KW 2023;KTN;1;15 - 29;N;0;0;0;0;0;44779
20. KW 2023;KTN;1;30 - 44;I;0;0;0;0;0;53429
20. KW 2023;KTN;1;30 - 44;N;0;0;0;0;0;53429
20. KW 2023;KTN;1;45 - 59;I;0;0;0;0;0;62291
20. KW 2023;KTN;1;45 - 59;N;0;0;0;0;0;62291
20. KW 2023;KTN;1;5 - 14;I;0;0;0;0;0;26441
20. KW 2023;KTN;1;5 - 14;N;0;0;0;0;0;26441
20. KW 2023;KTN;1;60 - 69;I;0;0;0;0;0;39936
20. KW 2023;KTN;1;60 - 69;N;0;0;0;0;0;39936
20. KW 2023;KTN;1;70 - 79;I;0;0;0;0;0;24639
20. KW 2023;KTN;1;70 - 79;N;0;0;0;0;0;24639
20. KW 2023;KTN;1;80+;I;0;0;0;0;0;14862
20. KW 2023;KTN;1;80+;N;0;0;0;0;0;14862
20. KW 2023;KTN;2;0 - 4;I;0;0;0;0;0;11441
20. KW 2023;KTN;2;0 - 4;N;0;0;0;0;0;11441
20. KW 2023;KTN;2;15 - 29;I;0;0;0;0;0;40534
20. KW 2023;KTN;2;15 - 29;N;0;0;0;0;0;40534
20. KW 2023;KTN;2;30 - 44;I;0;0;0;0;0;52625
20. KW 2023;KTN;2;30 - 44;N;0;0;0;0;0;52625
20. KW 2023;KTN;2;45 - 59;I;0;0;0;0;0;64051
20. KW 2023;KTN;2;45 - 59;N;0;0;0;0;0;64051
20. KW 2023;KTN;2;5 - 14;I;0;0;0;0;0;25080
20. KW 2023;KTN;2;5 - 14;N;0;0;0;0;0;25080
20. KW 2023;KTN;2;60 - 69;I;0;0;0;0;0;42536
20. KW 2023;KTN;2;60 - 69;N;0;0;0;0;0;42536
20. KW 2023;KTN;2;70 - 79;I;0;0;0;0;0;29804
20. KW 2023;KTN;2;70 - 79;N;0;0;0;0;0;29804
20. KW 2023;KTN;2;80+;I;0;0;0;0;0;24442
20. KW 2023;KTN;2;80+;N;0;0;0;0;0;24442
20. KW 2023;NÖ;1;0 - 4;I;0;0;0;0;0;40264
20. KW 2023;NÖ;1;0 - 4;N;0;0;0;0;0;40264
20. KW 2023;NÖ;1;15 - 29;I;0;0;0;0;0;135847
20. KW 2023;NÖ;1;15 - 29;N;0;0;0;0;0;135847
20. KW 2023;NÖ;1;30 - 44;I;0;0;0;0;0;163927
20. KW 2023;NÖ;1;30 - 44;N;0;0;0;0;0;163927
20. KW 2023;NÖ;1;45 - 59;I;0;0;0;0;0;194009
20. KW 2023;NÖ;1;45 - 59;N;0;0;0;0;0;194009
20. KW 2023;NÖ;1;5 - 14;I;0;0;0;0;0;88232
20. KW 2023;NÖ;1;5 - 14;N;0;0;0;0;0;88232
20. KW 2023;NÖ;1;60 - 69;I;0;0;0;0;0;110830
20. KW 2023;NÖ;1;60 - 69;N;0;0;0;0;0;110830
20. KW 2023;NÖ;1;70 - 79;I;0;0;0;0;0;68295
20. KW 2023;NÖ;1;70 - 79;N;0;0;0;0;0;68295
20. KW 2023;NÖ;1;80+;I;0;0;0;0;0;43827
20. KW 2023;NÖ;1;80+;N;0;0;0;0;0;43827
20. KW 2023;NÖ;2;0 - 4;I;0;0;0;0;0;38530
20. KW 2023;NÖ;2;0 - 4;N;0;0;0;0;0;38530
20. KW 2023;NÖ;2;15 - 29;I;0;0;0;0;0;125900
20. KW 2023;NÖ;2;15 - 29;N;0;0;0;0;0;125900
20. KW 2023;NÖ;2;30 - 44;I;0;0;0;0;0;164127
20. KW 2023;NÖ;2;30 - 44;N;0;0;0;0;0;164127
20. KW 2023;NÖ;2;45 - 59;I;0;0;0;0;0;197835
20. KW 2023;NÖ;2;45 - 59;N;0;0;0;0;0;197835
20. KW 2023;NÖ;2;5 - 14;I;0;0;0;0;0;83246
20. KW 2023;NÖ;2;5 - 14;N;0;0;0;0;0;83246
20. KW 2023;NÖ;2;60 - 69;I;0;0;0;0;0;115695
20. KW 2023;NÖ;2;60 - 69;N;0;0;0;0;0;115695
20. KW 2023;NÖ;2;70 - 79;I;0;0;0;0;0;81215
20. KW 2023;NÖ;2;70 - 79;N;0;0;0;0;0;81215
20. KW 2023;NÖ;2;80+;I;0;0;0;0;0;66594
20. KW 2023;NÖ;2;80+;N;0;0;0;0;0;66594
20. KW 2023;OÖ;1;0 - 4;I;0;0;0;0;0;39341
20. KW 2023;OÖ;1;0 - 4;N;0;0;0;0;0;39341
20. KW 2023;OÖ;1;15 - 29;I;0;0;0;0;0;133825
20. KW 2023;OÖ;1;15 - 29;N;0;0;0;0;0;133825
20. KW 2023;OÖ;1;30 - 44;I;0;0;0;0;0;157183
20. KW 2023;OÖ;1;30 - 44;N;0;0;0;0;0;157183
20. KW 2023;OÖ;1;45 - 59;I;0;0;0;0;0;163750
20. KW 2023;OÖ;1;45 - 59;N;0;0;0;0;0;163750
20. KW 2023;OÖ;1;5 - 14;I;0;0;0;0;0;79609
20. KW 2023;OÖ;1;5 - 14;N;0;0;0;0;0;79609
20. KW 2023;OÖ;1;60 - 69;I;0;0;0;0;0;95341
20. KW 2023;OÖ;1;60 - 69;N;0;0;0;0;0;95341
20. KW 2023;OÖ;1;70 - 79;I;0;0;0;0;0;55199
20. KW 2023;OÖ;1;70 - 79;N;0;0;0;0;0;55199
20. KW 2023;OÖ;1;80+;I;0;0;0;0;0;33695
20. KW 2023;OÖ;1;80+;N;0;0;0;0;0;33695
20. KW 2023;OÖ;2;0 - 4;I;0;0;0;0;0;37266
20. KW 2023;OÖ;2;0 - 4;N;0;0;0;0;0;37266
